Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
45,"Abbott, Ryan",27y 54d,2 (1-0-1 50.00%),2 (1.00),←,
4,"Ablett, Gary",34y 96d,319 (168-2-149 52.98%),400 (1.25),209 (133-2-74 64.11%),276 (1.32)
46,"Blicavs, Mark",27y 143d,131 (86-2-43 66.41%),35 (0.27),←,
35,"Dangerfield, Patrick",28y 135d,222 (126-1-95 56.98%),252 (1.14),68 (45-1-22 66.91%),89 (1.31)
22,"Duncan, Mitch",27y 69d,178 (128-1-49 72.19%),124 (0.70),←,
29,"Guthrie, Cameron",25y 364d,139 (90-2-47 65.47%),42 (0.30),←,
26,"Hawkins, Tom",30y 28d,230 (165-2-63 72.17%),494 (2.15),←,
25,"Henderson, Lachie",28y 247d,163 (81-2-80 50.31%),112 (0.69),46 (31-1-14 68.48%),8 (0.17)
38,"Henry, Jack",19y 354d,20 (11-0-9 55.00%),8 (0.40),←,
11,"Kelly, Tim",24y 23d,21 (12-0-9 57.14%),20 (0.95),←,
8,"Kolodjashnij, Jake",23y 9d,68 (43-2-23 64.71%),,←,
27,"Menegola, Sam",26y 164d,51 (32-1-18 63.73%),43 (0.84),←,
10,"Menzel, Daniel",26y 339d,71 (54-0-17 76.06%),134 (1.89),←,
21,"Murdoch, Jordan",26y 148d,106 (71-2-33 67.92%),70 (0.66),←,
42,"OConnor, Mark",21y 213d,5 (2-0-3 40.00%),,←,
3,"Parfitt, Brandan",20y 113d,32 (21-0-11 65.63%),21 (0.66),←,
14,"Selwood, Joel",30y 84d,270 (200-1-69 74.26%),152 (0.56),←,
16,"Selwood, Scott",28y 144d,165 (87-1-77 53.03%),42 (0.25),30 (20-0-10 66.67%),5 (0.17)
44,"Stewart, Tom",25y 156d,41 (26-0-15 63.41%),3 (0.07),←,
7,"Taylor, Harry",32y 67d,235 (173-2-60 74.04%),71 (0.30),←,
40,"Thurlow, Jackson",24y 143d,46 (28-1-17 61.96%),11 (0.24),←,
2,"Tuohy, Zach",28y 251d,166 (76-2-88 46.39%),54 (0.33),46 (28-1-17 61.96%),14 (0.30)
Totals,Totals,26y 252d,2681 (1681-24-976 62.70%),2090 (0.78),,
C,"Scott, Chris",42y 107d,188 (130-2-56 69.68%),,←,
