Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",10,2,12,22,1,1.0,,5.0,,,,,3.0,,2.0,,,,,,,,
32,"Baldwin, Jason",12,4,6,18,2,1.0,,3.0,,,,,1.0,1.0,1.0,,,,,,,,
5,"Barker, John",16,9,4,20,2,,,1.0,,,,,,1.0,,,,,,,,,
14,"Bizzotto, Frank",6,2,2,8,,,,1.0,,,,,1.0,1.0,,,,,,,,,
1,"Boyd, Brad",18,5,18,36,1,4.0,,1.0,,,,,1.0,1.0,3.0,,,,,,,,
40,"Bruce, Jeff",4,3,5,9,,1.0,1.0,,,,,,1.0,,,,,,,,,,
35,"Cook, Brett",,1,1,1,,,1.0,,,,,,,,,,,,,,,,
24,"Cummings, Trent",10,5,5,15,,,,,,,,,,,,,,,,,,,
31,"Dent, Matthew",12,7,7,19,1,,,4.0,,,,,,1.0,,,,,,,,,
6,"Guard, Jeremy",4,1,1,5,,,,,,,,,,1.0,,,,,,,,,
3,"Hawkins, Doug",10,2,9,19,,,,1.0,,,,,1.0,,,,,,,,,,
10,"Hogg, Jeff",9,6,2,11,,4.0,,,,,,,,1.0,,,,,,,,,
19,"Holmes, Darren",7,4,7,14,,,1.0,4.0,,,,,1.0,1.0,,,,,,,,,
2,"Johnson, Chris",6,3,6,12,2,,,4.0,,,,,,1.0,,,,,,,,,
36,"Lamb, Wayne",11,4,9,20,,3.0,,3.0,,,,,2.0,1.0,,,,,,,,,
38,"McCarthy, Adam",12,1,6,18,,1.0,,4.0,,,,,1.0,1.0,,,,,,,,,
25,"McCarthy, John",,,1,1,,,,1.0,,,,,1.0,,,,,,,,,,
11,"McGregor, Anthony",4,1,3,7,,1.0,,2.0,,,,,,,,,,,,,,,
7,"Molloy, Jarrod",8,4,4,12,1,2.0,5.0,4.0,,,,,2.0,,,,,,,,,,
4,"Paxman, Stephen",5,3,2,7,,,,,,,,,1.0,,,,,,,,,,
16,"Zanotti, Mark",11,6,5,16,,,,2.0,,,,,,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,175,73,115,290,10,19.0,8.0,40.0,,,,,16.0,12.0,6.0,,,,,,,,
Opposition,Opposition,182,81,101,283,13,15.0,25.0,30.0,,,,,12.0,16.0,,,,,,,,,
