Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
13,"Adams, Taylor",28y 217d,170 (71-2-97 42.35%),62 (0.36),139 (68-2-69 49.64%),50 (0.36)
17,"Brown, Callum",23y 363d,67 (32-1-34 48.51%),22 (0.33),←,
14,"Cameron, Darcy",26y 281d,34 (12-1-21 36.76%),32 (0.94),33 (12-1-20 37.88%),32 (0.97)
25,"Crisp, Jack",28y 205d,181 (87-2-92 48.62%),52 (0.29),163 (80-2-81 49.69%),42 (0.26)
7,"Daicos, Josh",23y 150d,58 (26-1-31 45.69%),30 (0.52),←,
35,"Daicos, Nick",19y 112d,6 (3-0-3 50.00%),1 (0.17),←,
2,"de Goey, Jordan",26y 41d,123 (61-2-60 50.41%),163 (1.33),←,
33,"Ginnivan, Jack",19y 137d,10 (4-0-6 40.00%),17 (1.70),←,
4,"Grundy, Brodie",28y 10d,177 (89-2-86 50.85%),60 (0.34),←,
32,"Hoskin-Elliott, Will",28y 235d,162 (68-2-92 42.59%),148 (0.91),110 (56-2-52 51.82%),106 (0.96)
38,"Howe, Jeremy",31y 300d,201 (74-2-125 37.31%),91 (0.45),101 (52-2-47 52.48%),11 (0.11)
15,"Kreuger, Nathan",22y 304d,5 (3-0-2 60.00%),4 (0.80),3 (2-0-1 66.67%),4 (1.33)
1,"Lipinski, Patrick",23y 282d,62 (34-0-28 54.84%),33 (0.53),6 (3-0-3 50.00%),3 (0.50)
44,"Madgen, Jack",29y,46 (22-1-23 48.91%),1 (0.02),←,
37,"Maynard, Brayden",25y 217d,142 (66-2-74 47.18%),17 (0.12),←,
31,"McCreery, Beau",21y 6d,16 (5-0-11 31.25%),14 (0.88),←,
26,"McInnes, Reef",19y 134d,4 (1-0-3 25.00%),3 (0.75),←,
41,"Mihocek, Brody",29y 80d,84 (45-1-38 54.17%),136 (1.62),←,
30,"Moore, Darcy",26y 90d,108 (47-2-59 44.44%),67 (0.62),←,
9,"Noble, John",25y 31d,50 (22-1-27 45.00%),4 (0.08),←,
10,"Pendlebury, Scott",34y 108d,340 (199-3-138 58.97%),183 (0.54),←,
3,"Quaynor, Isaac",22y 100d,41 (16-0-25 39.02%),2 (0.05),←,
22,"Sidebottom, Steele",31y 113d,270 (158-4-108 59.26%),177 (0.66),←,
Totals,Totals,25y 312d,2357 (1145-29-1183 48.58%),1319 (0.56),,
C,"McRae, Craig",48y 215d,6 (3-0-3 50.00%),,←,
