St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
10,"Baker, Steven",24y 118d,90 (35-1-54 39.44%),20 (0.22),←,
14,"Ball, Luke",20y 115d,41 (26-0-15 63.41%),27 (0.66),←,
6,"Black, Heath",25y 112d,123 (40-0-83 32.52%),54 (0.44),54 (22-0-32 40.74%),19 (0.35)
27,"Blake, Jason",23y 186d,59 (24-1-34 41.53%),12 (0.20),←,
26,"Dal Santo, Nick",20y 208d,51 (25-1-25 50.00%),25 (0.49),←,
9,"Gehrig, Fraser",28y 198d,191 (96-1-94 50.52%),332 (1.74),76 (33-0-43 43.42%),173 (2.28)
18,"Goddard, Brendon",19y 120d,42 (26-0-16 61.90%),10 (0.24),←,
34,"Guerra, Brent",22y 111d,83 (59-0-24 71.08%),68 (0.82),18 (12-0-6 66.67%),29 (1.61)
35,"Harvey, Robert",33y 27d,300 (145-3-152 48.83%),172 (0.57),←,
7,"Hayes, Lenny",24y 247d,116 (44-2-70 38.79%),44 (0.38),←,
8,"Hudghton, Max",28y 15d,153 (63-2-88 41.83%),14 (0.09),←,
5,"Jones, Austinn",27y 355d,204 (89-2-113 44.12%),121 (0.59),←,
33,"Knobel, Trent",24y 117d,54 (30-1-23 56.48%),8 (0.15),41 (21-1-19 52.44%),8 (0.20)
23,"Koschitzke, Justin",21y 363d,58 (25-0-33 43.10%),37 (0.64),←,
31,"Maguire, Matt",20y 110d,46 (22-0-24 47.83%),9 (0.20),←,
44,"Milne, Stephen",24y 193d,73 (27-1-45 37.67%),149 (2.04),←,
1,"Peckett, Justin",31y 348d,215 (89-2-124 41.86%),41 (0.19),←,
19,"Penny, Luke",23y 222d,71 (38-0-33 53.52%),6 (0.08),36 (23-0-13 63.89%),1 (0.03)
17,"Powell, Stephen",28y 10d,116 (71-1-44 61.64%),90 (0.78),42 (25-0-17 59.52%),26 (0.62)
12,"Riewoldt, Nick",21y 336d,75 (34-1-40 46.00%),120 (1.60),←,
4,"Thompson, Andrew",31y 332d,172 (73-2-97 43.02%),89 (0.52),←,
13,"Voss, Brett",26y 208d,112 (50-2-60 45.54%),34 (0.30),77 (31-1-45 40.91%),23 (0.30)
Totals,Totals,25y 51d,2445 (1131-23-1291 46.26%),1482 (0.61),,
C,"Thomas, Grant",46y 216d,76 (34-1-41 45.39%),,←,
