Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
21,"Atkins, Rory",11,6,14,25,,,,5.0,1.0,5.0,2.0,4.0,,,,8.0,17.0,,,,,,81.0
1,"Beech, Jonathon",7,4,8,15,1,,,4.0,,2.0,,2.0,1.0,,,4.0,11.0,,,,,,76.0
18,"Betts, Eddie",7,4,4,11,2,1.0,,3.0,,1.0,,3.0,1.0,,,5.0,7.0,,2.0,2.0,,1.0,89.0
23,"Cameron, Charlie",6,2,7,13,,2.0,,3.0,1.0,3.0,1.0,2.0,,,,6.0,8.0,,1.0,,5.0,,77.0
2,"Crouch, Brad",9,1,15,24,,1.0,,8.0,,4.0,7.0,4.0,2.0,,,13.0,10.0,1.0,,1.0,,1.0,75.0
44,"Crouch, Matt",10,2,19,29,,1.0,,2.0,3.0,3.0,1.0,2.0,,,,10.0,20.0,,,1.0,,,78.0
26,"Douglas, Richard",12,3,16,28,,,,4.0,1.0,2.0,6.0,5.0,1.0,1.0,,11.0,19.0,,,,,,69.0
20,"Greenwood, Hugh",6,1,11,17,,,,3.0,1.0,1.0,5.0,4.0,,2.0,,16.0,3.0,,,1.0,,,59.0
15,"Hartigan, Kyle",9,6,7,16,,,,2.0,1.0,1.0,,2.0,1.0,2.0,,6.0,10.0,1.0,,9.0,,,88.0
24,"Jacobs, Sam",11,5,14,25,,,37.0,3.0,2.0,3.0,5.0,6.0,1.0,3.0,3.0,8.0,16.0,1.0,,1.0,,1.0,86.0
4,"Jenkins, Josh",12,8,2,14,3,3.0,5.0,2.0,,2.0,,3.0,3.0,,,9.0,6.0,3.0,4.0,,2.0,1.0,91.0
8,"Kelly, Jake",9,4,9,18,,,,,4.0,3.0,1.0,3.0,1.0,1.0,,5.0,13.0,,,1.0,,,78.0
3,"Knight, Riley",3,3,9,12,,,,3.0,,1.0,,2.0,,1.0,,1.0,11.0,,,,,,79.0
29,"Laird, Rory",15,4,19,34,,,,5.0,6.0,2.0,,1.0,3.0,1.0,2.0,11.0,21.0,1.0,,1.0,,,88.0
6,"Lever, Jake",15,6,5,20,,,,2.0,2.0,4.0,,2.0,1.0,1.0,,2.0,17.0,,,5.0,,,81.0
27,"Lynch, Tom",17,8,5,22,3,1.0,,2.0,,5.0,2.0,3.0,3.0,,1.0,10.0,13.0,2.0,2.0,,2.0,1.0,92.0
30,"Milera, Wayne",9,3,5,14,1,,,4.0,2.0,3.0,2.0,2.0,,,,4.0,11.0,1.0,1.0,2.0,2.0,,81.0
22,"Otten, Andy",7,4,2,9,1,1.0,,1.0,2.0,,,2.0,,,,5.0,4.0,1.0,2.0,3.0,,,86.0
9,"Sloane, Rory",7,1,7,14,1,,,4.0,1.0,3.0,4.0,1.0,5.0,1.0,,8.0,5.0,,,1.0,,,84.0
33,"Smith, Brodie",13,6,13,26,1,,,1.0,4.0,7.0,1.0,2.0,1.0,,,7.0,19.0,,,1.0,3.0,,83.0
12,"Talia, Daniel",5,4,9,14,,,,3.0,1.0,,,2.0,1.0,2.0,,6.0,7.0,1.0,,16.0,,,90.0
13,"Walker, Taylor",13,7,5,18,3,2.0,,,,6.0,,,2.0,,,4.0,11.0,1.0,1.0,,,1.0,89.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,213,92,205,418,16,15.0,42.0,64.0,32.0,61.0,37.0,57.0,27.0,15.0,6.0,159.0,259.0,13.0,13.0,45.0,14.0,6.0,
Opposition,Opposition,194,78,219,413,7,12.0,34.0,60.0,38.0,45.0,35.0,65.0,15.0,27.0,,155.0,251.0,17.0,13.0,42.0,1.0,5.0,
