Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Ashcroft, Marcus",17,1,7,24,1,,,3.0,,,,,2.0,,,,,,,,,,
25,"Bews, Andrew",8,2,6,14,,,,1.0,,,,,,,,,,,,,,,
1,"Champion, Richard",11,6,3,14,,,,2.0,,,,,3.0,1.0,,,,,,,,,
16,"Clarke, Matthew",7,5,7,14,,,20.0,,,,,,,1.0,,,,,,,,,
12,"Clarke, Troy",12,6,6,18,1,,,,,,,,,,,,,,,,,,
6,"Fletcher, Adrian",13,3,7,20,1,1.0,1.0,5.0,,,,,2.0,,2.0,,,,,,,,
37,"Frigo, Rudi",2,1,2,4,,,2.0,2.0,,,,,1.0,1.0,,,,,,,,,
4,"Gastev, John",,1,1,1,,,,,,,,,,,,,,,,,,,
14,"Hamilton, Shane",23,8,10,33,1,3.0,,2.0,,,,,2.0,2.0,,,,,,,,,
41,"Kennedy, Matthew",2,,3,5,,,,1.0,,,,,,,,,,,,,,,
18,"Lambert, Craig",9,,18,27,,,,8.0,,,,,2.0,2.0,3.0,,,,,,,,
44,"Lappin, Nigel",6,1,6,12,2,,,,,,,,,,,,,,,,,,
17,"Leslie, Martin",9,5,4,13,,,,1.0,,,,,,,,,,,,,,,
11,"Lynch, Alastair",16,10,1,17,3,2.0,1.0,,,,,,2.0,,,,,,,,,,
2,"McAdam, Gilbert",13,3,5,18,3,,,2.0,,,,,2.0,,1.0,,,,,,,,
19,"McLean, Michael",9,2,7,16,,,,2.0,,,,,,3.0,,,,,,,,,
24,"Merrett, Roger",8,6,4,12,2,,2.0,,,,,,,4.0,,,,,,,,,
8,"Peos, Paul",8,4,3,11,3,3.0,,1.0,,,,,2.0,1.0,,,,,,,,,
22,"Scott, Chris",11,5,1,12,2,,,2.0,,,,,1.0,,,,,,,,,,
38,"Scott, Dion",1,1,1,2,,,1.0,,,,,,,1.0,,,,,,,,,
33,"White, Darryl",5,4,3,8,,,1.0,7.0,,,,,2.0,3.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,190,74,105,295,19,12.0,28.0,39.0,,,,,21.0,19.0,6.0,,,,,,,,
Opposition,Opposition,192,75,117,309,15,11.0,19.0,18.0,,,,,19.0,21.0,,,,,,,,,
