West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),West Coast Games (W-D-L W%),West Coast Goals (Ave.)
34,"Brennan, Jacob",22y 117d,3 (2-0-1 66.67%),1 (0.33),←,
26,"Butler, Sam",26y 127d,83 (46-0-37 55.42%),11 (0.13),←,
20,"Cox, Dean",30y 293d,235 (120-1-114 51.28%),130 (0.55),←,
27,"Darling, Jack",19y 342d,31 (23-0-8 74.19%),39 (1.26),←,
3,"Gaff, Andrew",19y 339d,25 (19-0-6 76.00%),10 (0.40),←,
23,"Glass, Darren",31y 6d,227 (120-2-105 53.30%),8 (0.04),←,
33,"Hill, Josh",23y 122d,74 (46-1-27 62.84%),92 (1.24),8 (7-0-1 87.50%),17 (2.13)
25,"Hurn, Shannon",24y 259d,106 (55-0-51 51.89%),28 (0.26),←,
4,"Kerr, Daniel",29y 4d,194 (106-2-86 55.15%),108 (0.56),←,
21,"Lynch, Quinten",29y 117d,196 (109-0-87 55.61%),260 (1.33),←,
16,"Mackenzie, Eric",24y 1d,64 (26-0-38 40.63%),,←,
7,"Masten, Chris",23y 18d,62 (27-0-35 43.55%),24 (0.39),←,
35,"McGinnity, Patrick",23y 92d,48 (26-0-22 54.17%),6 (0.13),←,
9,"Naitanui, Nic",22y 16d,61 (31-0-30 50.82%),36 (0.59),←,
24,"Rosa, Matt",25y 179d,115 (59-0-56 51.30%),31 (0.27),←,
31,"Schofield, Will",23y 117d,64 (32-0-32 50.00%),6 (0.09),←,
37,"Selwood, Adam",28y 19d,165 (91-0-74 55.15%),42 (0.25),←,
10,"Selwood, Scott",22y 54d,76 (36-0-40 47.37%),23 (0.30),←,
5,"Sheppard, Brad",20y 363d,23 (9-0-14 39.13%),5 (0.22),←,
13,"Shuey, Luke",21y 353d,39 (25-0-14 64.10%),40 (1.03),←,
14,"Stevens, Koby",20y 337d,9 (3-0-6 33.33%),2 (0.22),←,
8,"Waters, Beau",26y 51d,101 (59-0-42 58.42%),23 (0.23),←,
Totals,Totals,24y 168d,2001 (1070-6-925 53.47%),925 (0.46),,
C,"Worsfold, John",43y 238d,243 (131-2-110 54.32%),,←,
