Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
18,"Cameron, Leon",22y 225d,88 (47-1-40 53.98%),41 (0.47),←,
16,"Croft, Matthew",22y 48d,27 (15-0-12 55.56%),17 (0.63),←,
3,"Grant, Chris",22y 123d,103 (57-1-45 55.83%),231 (2.24),←,
1,"Grgic, Ilija",23y 41d,35 (21-0-14 60.00%),50 (1.43),←,
37,"Hargraves, Daniel",19y 81d,5 (3-0-2 60.00%),5 (1.00),←,
10,"Hunter, Mark",29y 224d,115 (56-2-57 49.57%),9 (0.08),←,
6,"Johnson, Brad",18y 271d,12 (7-0-5 58.33%),7 (0.58),←,
4,"Kellett, Nigel",25y 118d,62 (32-0-30 51.61%),24 (0.39),←,
2,"Kolyniuk, Steven",24y 284d,94 (48-1-45 51.60%),112 (1.19),←,
36,"Lane, Tyson",18y 233d,3 (2-0-1 66.67%),2 (0.67),←,
39,"Liberatore, Tony",29y 63d,131 (74-1-56 56.87%),67 (0.51),←,
44,"Osborne, Richard",30y 303d,224 (94-0-130 41.96%),485 (2.17),21 (13-0-8 61.90%),35 (1.67)
11,"Romero, Jose",23y 257d,92 (51-0-41 55.43%),100 (1.09),3 (2-0-1 66.67%),2 (0.67)
34,"Sexton, Ben",22y 168d,32 (16-1-15 51.56%),26 (0.81),←,
38,"Sir, Sedat",20y 40d,3 (2-0-1 66.67%),,←,
5,"Smith, Rohan",21y 319d,33 (21-0-12 63.64%),23 (0.70),←,
8,"Southern, Daniel",20y 104d,25 (13-0-12 52.00%),4 (0.16),←,
17,"Standfield, Barry",25y 61d,77 (44-0-33 57.14%),33 (0.43),←,
24,"Wallis, Stephen",30y 170d,231 (124-2-105 54.11%),55 (0.24),←,
25,"Watts, Jason",23y 260d,24 (13-0-11 54.17%),2 (0.08),←,
7,"West, Scott",20y 152d,43 (24-0-19 55.81%),30 (0.70),←,
Totals,Totals,23y 204d,1459 (764-9-686 52.36%),1323 (0.91),,
C,"Joyce, Alan",52y 176d,118 (81-0-37 68.64%),,25 (14-0-11 56.00%),
