Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
6,"Barnes, John",28y 90d,124 (73-2-49 59.68%),59 (0.48),112 (67-1-44 60.27%),47 (0.42)
8,"Burns, Ronnie",24y 170d,43 (27-1-15 63.95%),80 (1.86),←,
36,"Graham, Ben",23y 301d,71 (49-0-22 69.01%),6 (0.08),←,
19,"Hall, Derek",26y 274d,53 (35-1-17 66.98%),59 (1.11),51 (33-1-17 65.69%),56 (1.10)
22,"Hargreaves, Tim",22y 92d,52 (23-1-28 45.19%),68 (1.31),10 (6-0-4 60.00%),11 (1.10)
32,"Hocking, Garry",28y 326d,205 (122-2-81 60.00%),195 (0.95),←,
3,"Houlihan, Adam",19y 146d,13 (10-0-3 76.92%),15 (1.15),←,
13,"Kilpatrick, Glenn",25y 1d,59 (35-0-24 59.32%),8 (0.14),33 (21-0-12 63.64%),4 (0.12)
1,"King, Steven",18y 281d,33 (19-0-14 57.58%),10 (0.30),←,
18,"Lynch, Paul",23y 316d,42 (31-0-11 73.81%),28 (0.67),←,
21,"Mansfield, Michael",26y 22d,139 (85-1-53 61.51%),80 (0.58),←,
17,"McGrath, Tim",26y 327d,143 (93-1-49 65.38%),12 (0.08),136 (89-1-46 65.81%),12 (0.09)
28,"McKinnon, Martin",22y 56d,66 (36-1-29 55.30%),37 (0.56),41 (26-1-14 64.63%),30 (0.73)
31,"Mensch, David",25y 16d,75 (54-0-21 72.00%),80 (1.07),←,
39,"Milburn, Darren",20y 137d,8 (4-0-4 50.00%),4 (0.50),←,
23,"Pickering, Liam",28y 355d,105 (66-1-38 63.33%),46 (0.44),83 (57-1-25 69.28%),38 (0.46)
15,"Riccardi, Peter",24y 256d,123 (80-1-42 65.45%),123 (1.00),←,
12,"Sholl, Brad",24y 293d,71 (45-1-25 64.08%),17 (0.24),69 (45-1-23 65.94%),17 (0.25)
37,"Simpson, Sean",27y 136d,105 (64-1-40 61.43%),17 (0.16),98 (63-1-34 64.80%),16 (0.16)
25,"Snell, Jason",20y 34d,11 (8-0-3 72.73%),15 (1.36),←,
20,"Steinfort, Carl",20y 151d,22 (14-0-8 63.64%),11 (0.50),←,
Totals,Totals,24y 76d,1563 (973-14-576 62.25%),970 (0.62),,
C,"Ayres, Gary",36y 336d,70 (46-1-23 66.43%),,←,
