Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",11,1,19,30,2,,,,,,,,1.0,1.0,,,,,,,,,
50,"Ballantyne, Jon",14,10,1,15,5,4.0,,,,,,,,,,,,,,,,,
35,"Baxter, Darren",14,7,7,21,,,,,,,,,1.0,,,,,,,,,,
18,"Cameron, Leon",4,,9,13,,,,,,,,,,1.0,,,,,,,,,
1,"Charles, Justin",3,2,5,8,1,,2.0,,,,,,,1.0,,,,,,,,,
20,"Coleman, Glenn",21,8,7,28,1,1.0,6.0,1.0,,,,,3.0,3.0,,,,,,,,,
37,"Croft, Matthew",6,2,2,8,,,,1.0,,,,,,,,,,,,,,,
12,"Eppelstun, Greg",10,,3,13,,,,1.0,,,,,,3.0,,,,,,,,,
32,"Foster, Peter",16,4,12,28,,,2.0,,,,,,1.0,1.0,2.0,,,,,,,,
29,"Grant, Chris",9,6,5,14,2,2.0,,1.0,,,,,,5.0,,,,,,,,,
44,"Grant, Jamie",4,1,7,11,,,,2.0,,,,,1.0,1.0,,,,,,,,,
7,"Hawkins, Doug",13,8,15,28,1,1.0,,2.0,,,,,1.0,1.0,,,,,,,,,
10,"Hunter, Mark",15,3,8,23,,1.0,,,,,,,2.0,,,,,,,,,,
4,"Kellett, Nigel",18,4,12,30,1,,,,,,,,1.0,2.0,1.0,,,,,,,,
8,"Kennedy, Rick",8,3,10,18,,,,2.0,,,,,1.0,4.0,,,,,,,,,
21,"Kolyniuk, Steven",15,1,5,20,1,2.0,,2.0,,,,,3.0,2.0,,,,,,,,,
39,"Liberatore, Tony",9,,19,28,1,,,2.0,,,,,1.0,,,,,,,,,,
27,"Macpherson, Stephen",11,2,9,20,,,,,,,,,2.0,,,,,,,,,,
14,"Reynolds, Keenan",4,,1,5,,,,1.0,,,,,,,,,,,,,,,
15,"Wynd, Scott",6,9,14,20,1,,10.0,1.0,,,,,3.0,3.0,3.0,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,211,71,170,381,16,12.0,20.0,16.0,,,,,21.0,28.0,6.0,,,,,,,,
Opposition,Opposition,178,43,127,305,7,9.0,12.0,30.0,,,,,28.0,21.0,,,,,,,,,
