Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
29,"Ablett, Gary",10,3,9,19,2,,,3.0,3.0,6.0,3.0,3.0,2.0,,,8.0,11.0,,,1.0,1.0,,91.0
23,"Ablett, Nathan",6,5,3,9,1,1.0,,1.0,,3.0,1.0,2.0,1.0,1.0,,3.0,6.0,1.0,2.0,,,1.0,86.0
3,"Bartel, Jimmy",21,13,14,35,2,,,5.0,4.0,4.0,5.0,4.0,1.0,1.0,3.0,15.0,21.0,3.0,1.0,1.0,,,90.0
17,"Byrnes, Shannon",10,4,9,19,,,,5.0,,6.0,,1.0,2.0,,,7.0,12.0,,,,2.0,1.0,87.0
11,"Corey, Joel",17,5,18,35,,1.0,,10.0,3.0,7.0,12.0,2.0,2.0,,2.0,16.0,19.0,,,1.0,,,81.0
19,"Egan, Matthew",5,7,12,17,,,,,1.0,,,,,,,7.0,10.0,1.0,,3.0,,,91.0
44,"Enright, Corey",15,5,8,23,1,,,2.0,1.0,3.0,1.0,3.0,2.0,2.0,,3.0,21.0,,,4.0,,,91.0
2,"Harley, Tom",9,7,6,15,,,,2.0,2.0,,,,1.0,,,5.0,9.0,3.0,,7.0,,,80.0
28,"Johnson, David",5,3,8,13,,,,3.0,1.0,,,2.0,1.0,1.0,,2.0,12.0,,,2.0,,,68.0
20,"Johnson, Steve",17,10,5,22,1,2.0,,2.0,,6.0,,3.0,2.0,1.0,,5.0,16.0,,1.0,4.0,,1.0,80.0
9,"Kelly, James",14,11,2,16,1,,,4.0,,4.0,,2.0,1.0,,,2.0,14.0,,3.0,2.0,,,84.0
1,"King, Steven",3,,4,7,,,16.0,4.0,,,2.0,2.0,2.0,2.0,,4.0,2.0,,,4.0,,,53.0
45,"Ling, Cameron",9,2,7,16,1,,,,1.0,,1.0,3.0,,2.0,,8.0,8.0,1.0,,2.0,,,93.0
4,"Mackie, Andrew",14,7,7,21,1,1.0,,,3.0,2.0,,4.0,,,,1.0,19.0,,1.0,2.0,,,87.0
39,"Milburn, Darren",14,10,10,24,,1.0,,1.0,3.0,,,6.0,,3.0,,4.0,18.0,,2.0,2.0,2.0,,90.0
21,"Mooney, Cameron",12,10,3,15,1,3.0,,,,1.0,,2.0,,1.0,,2.0,12.0,2.0,7.0,,,3.0,77.0
6,"Ottens, Brad",4,5,9,13,1,,16.0,,,2.0,2.0,6.0,1.0,1.0,,8.0,5.0,1.0,1.0,2.0,,,59.0
30,"Scarlett, Matthew",14,4,7,21,1,,,3.0,6.0,1.0,1.0,,2.0,,,7.0,15.0,1.0,,10.0,,,95.0
14,"Selwood, Joel",14,7,13,27,2,,,4.0,,5.0,8.0,3.0,1.0,,1.0,12.0,15.0,,2.0,4.0,,1.0,75.0
27,"Stokes, Mathew",3,3,8,11,,,,4.0,,,,1.0,2.0,1.0,,2.0,8.0,,,1.0,,3.0,90.0
5,"Varcoe, Travis",2,4,9,11,,1.0,,5.0,,,,1.0,,1.0,,2.0,9.0,,1.0,3.0,,3.0,72.0
40,"Wojcinski, David",6,1,5,11,,,,5.0,,4.0,1.0,3.0,2.0,3.0,,6.0,7.0,,,,3.0,,79.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,224,126,176,400,15,13.0,32.0,63.0,28.0,54.0,37.0,53.0,25.0,20.0,6.0,129.0,269.0,13.0,21.0,55.0,8.0,13.0,
Opposition,Opposition,213,113,128,341,10,10.0,25.0,42.0,38.0,40.0,27.0,56.0,20.0,25.0,,121.0,218.0,11.0,6.0,47.0,6.0,3.0,
