Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
31,"Alexander, Colin",11,12,8,19,,,,2.0,,,,,1.0,,,,,,,,,,
10,"Ashcroft, Marcus",11,2,6,17,1,,,1.0,,,,,,,,,,,,,,,
22,"Bain, David",12,4,11,23,1,,,,,,,,,2.0,,,,,,,,,
25,"Campbell, Matthew",3,2,6,9,,,2.0,1.0,,,,,1.0,2.0,,,,,,,,,
1,"Champion, Richard",5,2,7,12,,1.0,1.0,3.0,,,,,,1.0,,,,,,,,,
12,"Clarke, Troy",14,3,10,24,1,1.0,,2.0,,,,,2.0,,,,,,,,,,
2,"Curran, Peter",9,6,4,13,,1.0,3.0,,,,,,2.0,,,,,,,,,,
4,"Gastev, John",11,3,9,20,,,,1.0,,,,,3.0,,,,,,,,,,
32,"Hart, Shaun",4,1,8,12,,,,4.0,,,,,,,,,,,,,,,
11,"Hutton, John",4,,2,6,1,,1.0,,,,,,,1.0,,,,,,,,,
16,"Luhrs, Simon",5,1,6,11,,1.0,,,,,,,,1.0,,,,,,,,,
19,"McLean, Michael",12,,12,24,,1.0,,4.0,,,,,1.0,,,,,,,,,,
40,"McLuckie, Steven",19,2,6,25,4,,,4.0,,,,,6.0,4.0,,,,,,,,,
24,"Merrett, Roger",2,2,14,16,1,,1.0,2.0,,,,,,3.0,,,,,,,,,
26,"Noonan, Danny",14,4,7,21,2,,,2.0,,,,,2.0,2.0,,,,,,,,,
5,"Owen, Rod",9,3,1,10,1,,,,,,,,2.0,1.0,,,,,,,,,
44,"Palfreyman, Nigel",5,,1,6,,1.0,,1.0,,,,,,1.0,,,,,,,,,
30,"Ryan, Matthew",6,2,8,14,,,,2.0,,,,,,,,,,,,,,,
23,"Schache, Laurence",5,2,2,7,1,2.0,1.0,1.0,,,,,,3.0,,,,,,,,,
33,"White, Darryl",6,1,5,11,,,7.0,,,,,,,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,167,52,133,300,13,10.0,16.0,30.0,,,,,20.0,22.0,,,,,,,,,
Opposition,Opposition,218,89,153,371,23,16.0,21.0,28.0,,,,,22.0,20.0,6.0,,,,,,,,
