Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
28,"Arnott, Simon",24y 89d,55 (29-2-24 54.55%),35 (0.64),25 (11-1-13 46.00%),20 (0.80)
9,"Bizzell, Clint",23y 320d,43 (17-1-25 40.70%),18 (0.42),←,
8,"Burns, Ronnie",27y 61d,94 (51-2-41 55.32%),166 (1.77),←,
14,"Clarke, David",19y 364d,22 (10-1-11 47.73%),16 (0.73),←,
33,"Corrigan, Paul",22y 288d,52 (24-1-27 47.12%),6 (0.12),←,
41,"Foster, Daniel",18y 83d,2 (0-1-1 25.00%),,←,
7,"Graham, Ben",26y 193d,117 (72-1-44 61.97%),32 (0.27),←,
37,"Harley, Tom",21y 300d,20 (12-1-7 62.50%),1 (0.05),19 (11-1-7 60.53%),
32,"Hocking, Garry",31y 218d,244 (136-3-105 56.35%),222 (0.91),←,
3,"Houlihan, Adam",22y 37d,35 (23-1-11 67.14%),35 (1.00),←,
13,"Kilpatrick, Glenn",27y 258d,102 (56-1-45 55.39%),24 (0.24),76 (42-1-33 55.92%),20 (0.26)
1,"King, Steven",21y 173d,73 (38-1-34 52.74%),33 (0.45),←,
45,"Ling, Cameron",19y 76d,1 (0-1-0 50.00%),1 (1.00),←,
42,"Lynch, Tristan",26y 265d,71 (32-3-36 47.18%),14 (0.20),16 (6-1-9 40.63%),6 (0.38)
17,"McGrath, Tim",29y 219d,194 (116-2-76 60.31%),16 (0.08),187 (112-2-73 60.43%),16 (0.09)
31,"Mensch, David",27y 273d,128 (79-1-48 62.11%),138 (1.08),←,
34,"Rahilly, James",20y 333d,34 (13-1-20 39.71%),7 (0.21),←,
15,"Riccardi, Peter",27y 148d,176 (103-2-71 59.09%),178 (1.01),←,
27,"Sanderson, Brenton",26y 76d,112 (59-2-51 53.57%),27 (0.24),102 (57-2-43 56.86%),22 (0.22)
12,"Sholl, Brad",27y 185d,122 (69-2-51 57.38%),37 (0.30),120 (69-2-49 58.33%),37 (0.31)
6,"Spriggs, David",19y 109d,10 (6-1-3 65.00%),4 (0.40),←,
26,"Stoneham, Barry",32y 94d,236 (137-3-96 58.69%),222 (0.94),←,
Totals,Totals,24y 272d,1943 (1082-34-827 55.69%),1232 (0.63),,
C,"Thompson, Mark",36y 176d,10 (6-1-3 65.00%),,←,
