Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
8,"Brayshaw, Andrew",19y 185d,25 (10-0-15 40.00%),6 (0.24),←,
5,"Cerra, Adam",19y 217d,29 (12-0-17 41.38%),7 (0.24),←,
33,"Colyer, Travis",27y 261d,95 (47-1-47 50.00%),59 (0.62),8 (4-0-4 50.00%),5 (0.63)
6,"Conca, Reece",26y 273d,112 (62-1-49 55.80%),23 (0.21),8 (4-0-4 50.00%),
36,"Cox, Brennan",20y 272d,28 (8-0-20 28.57%),22 (0.79),←,
7,"Fyfe, Nat",27y 236d,160 (89-1-70 55.94%),137 (0.86),←,
21,"Hamling, Joel",26y 33d,71 (35-0-36 49.30%),,48 (19-0-29 39.58%),
9,"Hill, Bradley",25y 307d,135 (89-0-46 65.93%),76 (0.56),40 (15-0-25 37.50%),18 (0.45)
11,"Hogan, Jesse",24y 89d,78 (35-0-43 44.87%),159 (2.04),7 (3-0-4 42.86%),7 (1.00)
15,"Hughes, Ethan",24y 156d,37 (13-0-24 35.14%),3 (0.08),←,
26,"Langdon, Ed",23y 100d,54 (20-0-34 37.04%),24 (0.44),←,
37,"Lobb, Rory",26y 92d,82 (46-2-34 57.32%),70 (0.85),8 (4-0-4 50.00%),6 (0.75)
3,"Matera, Brandon",27y 62d,125 (41-1-83 33.20%),150 (1.20),24 (10-0-14 41.67%),26 (1.08)
16,"Mundy, David",33y 296d,302 (155-1-146 51.49%),133 (0.44),←,
43,"Nyhuis, Ryan",22y 248d,15 (7-0-8 46.67%),5 (0.33),←,
25,"Pearce, Alex",23y 337d,50 (20-0-30 40.00%),3 (0.06),←,
38,"Ryan, Luke",23y 95d,39 (14-0-25 35.90%),3 (0.08),←,
39,"Switkowski, Sam",22y 173d,7 (3-0-4 42.86%),4 (0.57),←,
20,"Taberner, Matthew",25y 329d,70 (33-0-37 47.14%),75 (1.07),←,
18,"Tucker, Darcy",22y 109d,56 (17-0-39 30.36%),23 (0.41),←,
10,"Walters, Michael",28y 125d,137 (70-1-66 51.46%),235 (1.72),←,
14,"Wilson, Nathan",26y 125d,106 (51-2-53 49.06%),17 (0.16),29 (11-0-18 37.93%),1 (0.03)
Totals,Totals,24y 337d,1813 (877-10-926 48.37%),1234 (0.68),,
C,"Lyon, Ross",52y 185d,292 (167-5-120 58.05%),,171 (91-1-79 53.51%),
