Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
19,"Bishop, Matthew",27y 352d,78 (46-1-31 59.62%),6 (0.08),60 (39-1-20 65.83%),2 (0.03)
20,"Brogan, Dean",24y 196d,20 (16-0-4 80.00%),7 (0.35),←,
7,"Burgoyne, Peter",25y 150d,123 (68-2-53 56.10%),146 (1.19),←,
8,"Burgoyne, Shaun",20y 250d,30 (25-0-5 83.33%),53 (1.77),←,
9,"Carr, Josh",23y 60d,74 (51-1-22 69.59%),39 (0.53),←,
25,"Cassisi, Domenic",20y 279d,12 (10-0-2 83.33%),,←,
26,"Cochrane, Stuart",24y 343d,63 (33-0-30 52.38%),13 (0.21),13 (10-0-3 76.92%),2 (0.15)
35,"Cornes, Chad",23y 228d,87 (53-1-33 61.49%),94 (1.08),←,
18,"Cornes, Kane",20y 174d,35 (25-0-10 71.43%),13 (0.37),←,
17,"Dew, Stuart",23y 314d,102 (55-2-45 54.90%),157 (1.54),←,
11,"Hardwick, Damien",30y 314d,183 (124-1-58 68.03%),13 (0.07),30 (23-0-7 76.67%),
29,"Kingsley, Adam",27y 312d,121 (68-2-51 57.02%),24 (0.20),←,
5,"Lade, Brendon",26y 353d,91 (49-2-40 54.95%),61 (0.67),←,
3,"Montgomery, Brett",30y 27d,139 (88-2-49 64.03%),87 (0.63),79 (48-1-30 61.39%),33 (0.42)
14,"Paxman, Stephen",32y 206d,228 (89-2-137 39.47%),37 (0.16),126 (67-2-57 53.97%),19 (0.15)
15,"Pickett, Byron",25y 321d,133 (84-0-49 63.16%),98 (0.74),13 (10-0-3 76.92%),17 (1.31)
27,"Poulton, Jared",26y 68d,66 (41-1-24 62.88%),16 (0.24),←,
6,"Schofield, Jarrad",28y 149d,157 (95-1-61 60.83%),109 (0.69),94 (56-1-37 60.11%),75 (0.80)
36,"Stevens, Nick",23y 176d,117 (67-2-48 58.12%),72 (0.62),←,
16,"Tredrea, Warren",24y 186d,118 (67-1-50 57.20%),232 (1.97),←,
2,"Wakelin, Darryl",28y 321d,170 (93-1-76 55.00%),11 (0.06),55 (40-0-15 72.73%),3 (0.05)
4,"Wanganeen, Gavin",30y 10d,245 (142-5-98 58.98%),159 (0.65),118 (69-2-47 59.32%),96 (0.81)
Totals,Totals,25y 351d,2392 (1389-27-976 58.07%),1447 (0.60),,
C,"Williams, Mark",44y 311d,106 (63-1-42 59.91%),,←,
