Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
25,"Beinke, Bryan",10,6,3,13,2,2.0,,1.0,,,1.0,3.0,,1.0,,8.0,7.0,2.0,5.0,,,,
26,"Bickley, Mark",14,4,5,19,,,,1.0,4.0,2.0,5.0,1.0,,1.0,,7.0,13.0,,,1.0,1.0,,
35,"Biglands, Rhett",14,7,1,15,1,1.0,13.0,,2.0,5.0,5.0,3.0,2.0,1.0,,10.0,5.0,2.0,2.0,,,,
10,"Bode, Matthew",6,1,7,13,1,1.0,,5.0,,3.0,3.0,6.0,,6.0,,1.0,15.0,,,,,,
24,"Burton, Brett",9,4,5,14,4,1.0,1.0,2.0,,2.0,,2.0,1.0,,,7.0,7.0,1.0,4.0,,,,
4,"Clarke, Matthew",3,1,4,7,,,11.0,,,1.0,1.0,4.0,1.0,2.0,,5.0,4.0,,,3.0,,,
1,"Crowell, Andrew",2,2,3,5,,,,2.0,2.0,,3.0,1.0,,1.0,,2.0,3.0,,,1.0,1.0,,
11,"Doughty, Michael",4,1,5,9,,1.0,,2.0,,,,1.0,,1.0,,3.0,6.0,,,,,,
9,"Edwards, Tyson",14,3,7,21,,,,2.0,5.0,4.0,2.0,2.0,1.0,1.0,,6.0,15.0,1.0,,2.0,1.0,,
36,"Goodwin, Simon",14,6,16,30,2,2.0,,4.0,1.0,5.0,4.0,2.0,1.0,,3.0,17.0,13.0,,1.0,1.0,,,
34,"Hart, Ben",13,6,6,19,,,,,6.0,,,,,,,5.0,14.0,,,2.0,3.0,,
18,"Johncock, Graham",3,2,1,4,1,,,2.0,,1.0,,,,,,1.0,3.0,,1.0,,1.0,,
28,"Johnson, Kane",10,3,12,22,,,,,,7.0,7.0,3.0,1.0,1.0,,9.0,13.0,,,,,,
40,"Ladhams, Chris",14,2,3,17,2,,,2.0,1.0,5.0,5.0,1.0,2.0,,,6.0,12.0,,,1.0,2.0,,
39,"Mattner, Martin",5,1,2,7,,,,1.0,1.0,1.0,1.0,,,,,3.0,6.0,,,,,,
16,"McGregor, Ken",7,2,3,10,1,,2.0,,2.0,,1.0,2.0,,2.0,,4.0,3.0,1.0,,4.0,,,
23,"McLeod, Andrew",9,1,12,21,1,2.0,,3.0,4.0,2.0,2.0,1.0,,,,8.0,12.0,,1.0,1.0,5.0,,
32,"Ricciuto, Mark",14,2,7,21,,,1.0,2.0,,10.0,4.0,1.0,,,,8.0,13.0,,,2.0,,,
5,"Shir, Matthew",5,2,4,9,,,,1.0,,,1.0,,,,,4.0,4.0,,,1.0,,,
7,"Smart, Nigel",6,5,8,14,,,1.0,2.0,2.0,1.0,1.0,2.0,,1.0,,3.0,10.0,,,2.0,1.0,,
20,"Stenglein, Tyson",11,2,8,19,,,,3.0,1.0,4.0,,2.0,2.0,1.0,2.0,6.0,16.0,,1.0,2.0,,,
19,"Stevens, Mark",17,8,2,19,2,1.0,,,,9.0,,1.0,1.0,,,5.0,14.0,,,1.0,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,204,71,124,328,17,14.0,29.0,35.0,31.0,62.0,46.0,38.0,12.0,19.0,5.0,128.0,208.0,7.0,15.0,24.0,15.0,,
Opposition,Opposition,155,66,117,272,15,8.0,24.0,54.0,35.0,49.0,26.0,34.0,19.0,12.0,1.0,107.0,164.0,12.0,12.0,47.0,12.0,,
