Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
28,"Arnott, Simon",23y 84d,37 (23-1-13 63.51%),22 (0.59),7 (5-0-2 71.43%),7 (1.00)
22,"Bamford, Scott",24y 320d,53 (12-2-39 24.53%),31 (0.58),7 (5-0-2 71.43%),8 (1.14)
6,"Barnes, John",29y 342d,146 (82-2-62 56.85%),71 (0.49),134 (76-1-57 57.09%),59 (0.44)
9,"Bizzell, Clint",22y 315d,28 (12-0-16 42.86%),8 (0.29),←,
33,"Corrigan, Paul",21y 283d,33 (17-0-16 51.52%),4 (0.12),←,
7,"Graham, Ben",25y 188d,92 (61-0-31 66.30%),7 (0.08),←,
32,"Hocking, Garry",30y 213d,229 (132-2-95 58.08%),215 (0.94),←,
1,"King, Steven",20y 168d,53 (27-0-26 50.94%),21 (0.40),←,
29,"Lowther, Daniel",22y 20d,25 (15-0-10 60.00%),7 (0.28),←,
44,"Lynch, Tristan",25y 260d,62 (31-2-29 51.61%),12 (0.19),7 (5-0-2 71.43%),4 (0.57)
21,"Mansfield, Michael",27y 274d,170 (99-1-70 58.53%),88 (0.52),←,
17,"McGrath, Tim",28y 214d,169 (105-1-63 62.43%),14 (0.08),162 (101-1-60 62.65%),14 (0.09)
31,"Mensch, David",26y 268d,104 (68-0-36 65.38%),104 (1.00),←,
39,"Milburn, Darren",22y 24d,32 (14-0-18 43.75%),17 (0.53),←,
16,"Mooney, Jason",25y 338d,104 (45-0-59 43.27%),70 (0.67),7 (5-0-2 71.43%),19 (2.71)
23,"Pickering, Liam",30y 242d,117 (72-1-44 61.97%),52 (0.44),95 (63-1-31 66.84%),44 (0.46)
34,"Rahilly, James",19y 328d,18 (8-0-10 44.44%),3 (0.17),←,
15,"Riccardi, Peter",26y 143d,151 (92-1-58 61.26%),148 (0.98),←,
27,"Sanderson, Brenton",25y 71d,94 (52-1-41 55.85%),23 (0.24),84 (50-1-33 60.12%),18 (0.21)
12,"Sholl, Brad",26y 180d,98 (58-1-39 59.69%),32 (0.33),96 (58-1-37 60.94%),32 (0.33)
4,"Snell, Jason",21y 286d,36 (20-0-16 55.56%),31 (0.86),←,
26,"Stoneham, Barry",31y 89d,215 (126-2-87 59.07%),193 (0.90),←,
Totals,Totals,25y 162d,2066 (1171-17-878 56.68%),1173 (0.57),,
C,"Ayres, Gary",38y 223d,101 (60-1-40 59.90%),,←,
