Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
17,"Brown, Nathan",20y 81d,15 (9-0-6 60.00%),10 (0.67),←,
18,"Cameron, Leon",25y 242d,139 (74-2-63 53.96%),57 (0.41),←,
26,"Cox, Simon",21y 97d,17 (7-0-10 41.18%),6 (0.35),←,
16,"Croft, Matthew",25y 65d,69 (39-2-28 57.97%),35 (0.51),←,
11,"Curley, Todd",25y 108d,37 (16-1-20 44.59%),26 (0.70),34 (14-1-19 42.65%),25 (0.74)
14,"Darcy, Luke",22y 294d,53 (26-1-26 50.00%),41 (0.77),←,
21,"Dent, Matthew",26y 105d,73 (22-0-51 30.14%),16 (0.22),26 (18-0-8 69.23%),7 (0.27)
32,"Ellis, Craig",22y 332d,51 (27-0-24 52.94%),2 (0.04),←,
4,"Garlick, Simon",23y 22d,50 (29-0-21 58.00%),31 (0.62),6 (5-0-1 83.33%),4 (0.67)
9,"Hudson, Paul",27y 286d,160 (96-0-64 60.00%),306 (1.91),26 (16-0-10 61.54%),42 (1.62)
6,"Johnson, Brad",21y 288d,82 (39-2-41 48.78%),52 (0.63),←,
2,"Kolyniuk, Steven",27y 301d,143 (73-1-69 51.40%),154 (1.08),←,
35,"Kretiuk, Steven",25y 302d,81 (46-1-34 57.41%),9 (0.11),←,
23,"Martin, Michael",21y 66d,23 (12-1-10 54.35%),7 (0.30),←,
1,"Minton-Connell, Simon",29y 6d,106 (32-0-74 30.19%),297 (2.80),19 (12-0-7 63.16%),45 (2.37)
10,"Montgomery, Brett",24y 335d,19 (14-0-5 73.68%),19 (1.00),←,
36,"Romero, Jose",26y 274d,156 (82-1-73 52.88%),135 (0.87),67 (33-1-33 50.00%),37 (0.55)
5,"Smith, Rohan",24y 336d,105 (55-2-48 53.33%),74 (0.70),←,
8,"Southern, Daniel",23y 121d,70 (36-1-33 52.14%),17 (0.24),←,
7,"West, Scott",23y 169d,108 (55-1-52 51.39%),44 (0.41),←,
24,"Wira, Brad",26y 47d,44 (19-1-24 44.32%),2 (0.05),43 (19-1-23 45.35%),2 (0.05)
15,"Wynd, Scott",28y 97d,175 (87-3-85 50.57%),28 (0.16),←,
Totals,Totals,24y 264d,1776 (895-20-861 50.39%),1368 (0.77),,
C,"Wallace, Terry",39y 140d,40 (23-0-17 57.50%),,←,
