Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
24,"Allan, Matthew",25y 49d,109 (58-0-51 53.21%),54 (0.50),←,
2,"Backwell, Brett",19y 333d,12 (4-0-8 33.33%),9 (0.75),←,
29,"Beaumont, Simon",24y 124d,65 (36-0-29 55.38%),46 (0.71),←,
21,"Bradley, Craig",36y 175d,318 (191-2-125 60.38%),215 (0.68),←,
16,"Camporeale, Scott",24y 248d,110 (67-0-43 60.91%),100 (0.91),←,
25,"Fevola, Brendan",19y 86d,8 (5-0-3 62.50%),9 (1.13),←,
31,"Fletcher, Simon",21y 242d,15 (9-0-6 60.00%),9 (0.60),←,
45,"Franchina, Anthony",22y 187d,36 (18-0-18 50.00%),10 (0.28),←,
17,"Freeborn, Scott",21y 331d,2 (1-0-1 50.00%),,←,
4,"Hamill, Aaron",22y 239d,74 (35-0-39 47.30%),83 (1.12),←,
9,"Hickmott, Adrian",28y 16d,113 (70-0-43 61.95%),54 (0.48),63 (38-0-25 60.32%),30 (0.48)
37,"Hotton, Trent",26y 136d,23 (7-0-16 30.43%),18 (0.78),6 (3-0-3 50.00%),4 (0.67)
27,"Hulme, Darren",22y 280d,41 (16-0-25 39.02%),23 (0.56),←,
43,"Koutoufides, Anthony",27y 88d,154 (90-1-63 58.77%),106 (0.69),←,
12,"Lappin, Matthew",24y 58d,86 (44-1-41 51.74%),71 (0.83),31 (16-0-15 51.61%),45 (1.45)
22,"Manton, Glenn",26y 319d,125 (72-0-53 57.60%),34 (0.27),104 (61-0-43 58.65%),30 (0.29)
5,"McKay, Andrew",29y 276d,160 (96-1-63 60.31%),24 (0.15),←,
15,"Nelson, Ben",23y 83d,34 (18-0-16 52.94%),6 (0.18),←,
7,"Ratten, Brett",28y 279d,195 (112-0-83 57.44%),68 (0.35),←,
23,"Rice, Dean",32y 29d,205 (95-1-109 46.59%),84 (0.41),89 (50-0-39 56.18%),41 (0.46)
1,"Silvagni, Stephen",32y 320d,274 (171-1-102 62.59%),182 (0.66),←,
8,"Whitnall, Lance",20y 236d,72 (35-0-37 48.61%),140 (1.94),←,
Totals,Totals,25y 188d,2231 (1250-7-974 56.03%),1345 (0.60),,
C,"Parkin, David",57y 216d,499 (292-2-205 58.72%),,336 (205-2-129 61.31%),
