Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
19,"Beveridge, Luke",23y 363d,59 (36-0-23 61.02%),60 (1.02),17 (12-0-5 70.59%),19 (1.12)
18,"Cameron, Leon",21y 353d,81 (44-1-36 54.94%),36 (0.44),←,
11,"Corcoran, Shannon",23y 180d,23 (15-0-8 65.22%),2 (0.09),←,
16,"Croft, Matthew",21y 176d,20 (12-0-8 60.00%),17 (0.85),←,
3,"Grant, Chris",21y 251d,96 (54-1-41 56.77%),213 (2.22),←,
1,"Grgic, Ilija",22y 169d,29 (18-0-11 62.07%),46 (1.59),←,
7,"Hawkins, Doug",34y 108d,327 (143-4-180 44.34%),216 (0.66),←,
10,"Hunter, Mark",28y 352d,108 (53-2-53 50.00%),8 (0.07),←,
33,"Johnson, Brad",18y 34d,5 (4-0-1 80.00%),3 (0.60),←,
12,"Koster, Kym",21y 201d,19 (11-0-8 57.89%),6 (0.32),←,
35,"Kretiuk, Steven",22y 48d,37 (24-0-13 64.86%),8 (0.22),←,
39,"Liberatore, Tony",28y 191d,124 (71-1-52 57.66%),65 (0.52),←,
27,"Macpherson, Stephen",29y 262d,177 (90-3-84 51.69%),150 (0.85),←,
44,"Osborne, Richard",30y 66d,217 (91-0-126 41.94%),479 (2.21),14 (10-0-4 71.43%),29 (2.07)
2,"Reynolds, Keenan",25y 226d,70 (40-0-30 57.14%),30 (0.43),←,
5,"Smith, Rohan",21y 82d,29 (20-0-9 68.97%),19 (0.66),←,
8,"Southern, Daniel",19y 232d,20 (12-0-8 60.00%),3 (0.15),←,
17,"Standfield, Barry",24y 189d,70 (41-0-29 58.57%),30 (0.43),←,
24,"Wallis, Stephen",29y 298d,224 (121-2-101 54.46%),54 (0.24),←,
25,"Watts, Jason",23y 23d,19 (11-0-8 57.89%),2 (0.11),←,
14,"West, Scott",19y 280d,36 (21-0-15 58.33%),26 (0.72),←,
Totals,Totals,24y 142d,1790 (932-14-844 52.07%),1473 (0.82),,
C,"Joyce, Alan",51y 304d,111 (78-0-33 70.27%),,18 (11-0-7 61.11%),
