Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
3,"Bartel, Jimmy",32y 148d,289 (202-3-84 70.42%),193 (0.67),←,
24,"Bews, Jed",22y 138d,24 (13-1-10 56.25%),1 (0.04),←,
46,"Blicavs, Mark",25y 33d,72 (48-1-23 67.36%),20 (0.28),←,
23,"Caddy, Josh",23y 215d,83 (43-1-39 52.41%),63 (0.76),59 (40-1-18 68.64%),46 (0.78)
5,"Cockatoo, Nakia",19y 190d,15 (9-1-5 63.33%),8 (0.53),←,
35,"Dangerfield, Patrick",26y 25d,160 (86-0-74 53.75%),170 (1.06),6 (5-0-1 83.33%),7 (1.17)
22,"Duncan, Mitch",24y 325d,117 (88-0-29 75.21%),97 (0.83),←,
44,"Enright, Corey",34y 229d,314 (207-3-104 66.40%),62 (0.20),←,
29,"Guthrie, Cameron",23y 255d,91 (61-1-29 67.58%),25 (0.27),←,
26,"Hawkins, Tom",27y 284d,172 (129-1-42 75.29%),346 (2.01),←,
25,"Henderson, Lachie",26y 138d,122 (54-1-67 44.67%),105 (0.86),5 (4-0-1 80.00%),1 (0.20)
39,"Kersten, Shane",23y 46d,25 (19-0-6 76.00%),28 (1.12),←,
8,"Kolodjashnij, Jake",20y 265d,15 (10-1-4 70.00%),,←,
11,"Lang, Darcy",20y 161d,26 (15-1-10 59.62%),22 (0.85),←,
13,"Lonergan, Tom",31y 349d,169 (123-2-44 73.37%),54 (0.32),←,
6,"McCarthy, Lincoln",22y 191d,10 (8-0-2 80.00%),7 (0.70),←,
10,"Menzel, Daniel",24y 230d,27 (23-0-4 85.19%),41 (1.52),←,
32,"Motlop, Steven",25y 49d,94 (62-1-31 66.49%),124 (1.32),←,
14,"Selwood, Joel",27y 340d,210 (162-1-47 77.38%),131 (0.62),←,
9,"Smith, Zac",26y 68d,71 (18-0-53 25.35%),36 (0.51),6 (5-0-1 83.33%),5 (0.83)
7,"Taylor, Harry",29y 323d,186 (140-1-45 75.54%),41 (0.22),←,
30,"Vardy, Nathan",24y 310d,25 (17-1-7 70.00%),25 (1.00),←,
Totals,Totals,25y 229d,2317 (1537-21-759 66.34%),1599 (0.69),,
C,"Scott, Chris",39y 363d,124 (89-1-34 72.18%),,←,
