Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
15,"Abraham, Winston",25y 234d,96 (60-0-36 62.50%),145 (1.51),58 (42-0-16 72.41%),90 (1.55)
11,"Archer, Glenn",27y 57d,171 (114-0-57 66.67%),103 (0.60),←,
26,"Bell, Peter",24y 80d,111 (76-0-35 68.47%),106 (0.95),109 (76-0-33 69.72%),104 (0.95)
12,"Blakey, John",33y 301d,310 (168-0-142 54.19%),99 (0.32),175 (116-0-59 66.29%),61 (0.35)
22,"Burton, Matthew",30y 1d,79 (27-0-52 34.18%),37 (0.47),9 (5-0-4 55.56%),5 (0.56)
17,"Calthorpe, David",26y 277d,110 (64-2-44 59.09%),69 (0.63),9 (6-0-3 66.67%),9 (1.00)
16,"Capuano, Mathew",24y 261d,73 (55-0-18 75.34%),20 (0.27),←,
18,"Carey, Wayne",28y 359d,216 (137-0-79 63.43%),593 (2.75),←,
23,"Clayton, Shane",21y 209d,54 (29-0-25 53.70%),16 (0.30),36 (27-0-9 75.00%),15 (0.42)
2,"Colbert, Leigh",24y 348d,107 (63-1-43 59.35%),54 (0.50),2 (1-0-1 50.00%),4 (2.00)
19,"Dhurrkay, Gary",26y 77d,72 (34-0-38 47.22%),66 (0.92),21 (14-0-7 66.67%),20 (0.95)
6,"Grant, Shannon",23y 31d,118 (76-1-41 64.83%),137 (1.16),60 (44-0-16 73.33%),99 (1.65)
29,"Harvey, Brent",22y 6d,75 (53-0-22 70.67%),86 (1.15),←,
34,"King, David",28y 74d,143 (97-0-46 67.83%),56 (0.39),←,
35,"Makepeace, Troy",21y 75d,8 (6-0-2 75.00%),4 (0.50),←,
4,"Martyn, Mick",31y 263d,250 (150-1-99 60.20%),15 (0.06),←,
31,"McKernan, Corey",26y 153d,148 (103-0-45 69.59%),177 (1.20),←,
44,"Motlop, Shannon",21y 276d,16 (12-0-4 75.00%),13 (0.81),←,
28,"Pickett, Byron",22y 283d,62 (45-0-17 72.58%),2 (0.03),←,
13,"Pike, Martin",27y 188d,131 (64-0-67 48.85%),59 (0.45),71 (52-0-19 73.24%),19 (0.27)
24,"Sholl, Craig",32y 142d,228 (138-0-90 60.53%),152 (0.67),←,
7,"Simpson, Adam",24y 94d,101 (74-0-27 73.27%),37 (0.37),←,
Totals,Totals,26y 56d,2679 (1645-5-1029 61.40%),2046 (0.76),,
C,"Pagan, Denis",52y 239d,181 (121-0-60 66.85%),,←,
