Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
10,"Bateman, Chance",28y 294d,141 (67-0-74 47.52%),53 (0.38),←,
14,"Birchall, Grant",22y 73d,87 (48-0-39 55.17%),7 (0.08),←,
30,"Brown, Campbell",26y 226d,145 (68-0-77 46.90%),60 (0.41),←,
8,"Ellis, Xavier",22y 42d,50 (31-0-19 62.00%),10 (0.20),←,
23,"Franklin, Lance",23y 71d,104 (52-0-52 50.00%),307 (2.95),←,
6,"Gibson, Josh",26y 29d,68 (30-1-37 44.85%),2 (0.03),3 (1-0-2 33.33%),
27,"Gilham, Stephen",25y 221d,66 (42-0-24 63.64%),2 (0.03),65 (42-0-23 64.62%),2 (0.03)
18,"Guerra, Brent",27y 317d,175 (116-0-59 66.29%),94 (0.54),79 (47-0-32 59.49%),11 (0.14)
15,"Hodge, Luke",25y 300d,154 (72-0-82 46.75%),104 (0.68),←,
4,"Ladson, Rick",26y 52d,105 (51-0-54 48.57%),39 (0.37),←,
3,"Lewis, Jordan",23y 352d,105 (51-0-54 48.57%),36 (0.34),←,
5,"Mitchell, Sam",27y 181d,158 (76-0-82 48.10%),31 (0.20),←,
19,"Morton, Jarryd",21y 188d,20 (11-0-9 55.00%),9 (0.45),←,
28,"Moss, Garry",21y 280d,12 (6-0-6 50.00%),11 (0.92),←,
29,"Murphy, Tom",24y 23d,52 (24-0-28 46.15%),3 (0.06),←,
48,"Peterson, Carl",22y 282d,3 (1-0-2 33.33%),1 (0.33),←,
34,"Renouf, Brent",21y 343d,26 (14-0-12 53.85%),2 (0.08),←,
33,"Rioli, Cyril",20y 271d,46 (29-0-17 63.04%),50 (1.09),←,
2,"Roughead, Jarryd",23y 78d,105 (55-0-50 52.38%),195 (1.86),←,
25,"Schoenmakers, Ryan",19y 154d,16 (5-0-11 31.25%),1 (0.06),←,
39,"Stratton, Ben",21y 41d,1 (0-0-1 0.00%),,←,
31,"Suckling, Matt",21y 260d,3 (1-0-2 33.33%),,←,
Totals,Totals,23y 302d,1642 (850-1-791 51.77%),1017 (0.62),,
C,"Clarkson, Alastair",41y 349d,118 (58-0-60 49.15%),,←,
