Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Bateman, Chance",11,5,4,15,1,,,,1.0,3.0,,,,,,3.0,12.0,1.0,,2.0,,,48.0
14,"Birchall, Grant",15,7,12,27,,1.0,,,5.0,3.0,2.0,2.0,,1.0,,6.0,19.0,,,2.0,1.0,,91.0
20,"Boyle, Tim",7,8,5,12,1,2.0,,,,2.0,,1.0,1.0,,,4.0,9.0,2.0,2.0,,1.0,,78.0
30,"Brown, Campbell",9,7,8,17,1,1.0,,2.0,1.0,3.0,,5.0,2.0,,,6.0,10.0,1.0,2.0,4.0,1.0,,100.0
39,"Campbell, Robert",3,2,6,9,,,9.0,3.0,,,2.0,,3.0,,,7.0,3.0,1.0,,2.0,,,50.0
9,"Crawford, Shane",12,6,17,29,,1.0,,3.0,1.0,3.0,3.0,3.0,2.0,,,5.0,23.0,,1.0,,,,97.0
19,"Dixon, Ben",6,3,,6,,3.0,,1.0,,1.0,,1.0,1.0,1.0,,4.0,2.0,2.0,2.0,1.0,1.0,,69.0
32,"Ellis, Xavier",4,2,7,11,,,,2.0,,2.0,,2.0,,,,,9.0,,,,,,64.0
23,"Franklin, Lance",8,5,4,12,6,1.0,,2.0,,2.0,1.0,4.0,2.0,3.0,2.0,4.0,9.0,,3.0,1.0,,1.0,99.0
27,"Gilham, Stephen",7,5,9,16,,,1.0,2.0,1.0,1.0,,,2.0,,,4.0,13.0,,,3.0,,,100.0
18,"Guerra, Brent",16,2,7,23,,,,2.0,6.0,1.0,2.0,4.0,1.0,1.0,,2.0,19.0,,,1.0,2.0,,81.0
15,"Hodge, Luke",13,3,12,25,1,1.0,,2.0,3.0,4.0,6.0,,1.0,,,13.0,11.0,,,,1.0,,100.0
4,"Ladson, Rick",25,8,5,30,,1.0,,2.0,3.0,5.0,2.0,2.0,1.0,1.0,,5.0,25.0,,,2.0,,1.0,89.0
3,"Lewis, Jordan",14,11,22,36,,,,2.0,,4.0,5.0,4.0,4.0,1.0,,14.0,24.0,,,3.0,2.0,1.0,93.0
22,"McGlynn, Ben",16,10,10,26,,,,,,11.0,4.0,5.0,3.0,3.0,,9.0,19.0,1.0,,2.0,1.0,2.0,82.0
5,"Mitchell, Sam",17,11,15,32,,,,4.0,4.0,7.0,5.0,2.0,,,1.0,6.0,26.0,,,,1.0,1.0,91.0
29,"Murphy, Tom",9,12,10,19,,,,2.0,4.0,,,,1.0,,,5.0,14.0,,,5.0,,,100.0
7,"Osborne, Michael",10,6,11,21,,1.0,,4.0,1.0,2.0,,6.0,,,,6.0,16.0,1.0,,4.0,,,96.0
2,"Roughead, Jarryd",5,4,3,8,2,2.0,,2.0,,,,,1.0,,,4.0,4.0,1.0,2.0,1.0,,,67.0
12,"Sewell, Brad",7,7,13,20,1,,,5.0,3.0,,3.0,2.0,1.0,1.0,,6.0,15.0,,,2.0,1.0,,91.0
13,"Taylor, Simon",3,2,8,11,,,19.0,1.0,,,1.0,1.0,,,,2.0,9.0,,,1.0,,1.0,50.0
33,"Thurgood, Josh",3,4,3,6,,,,1.0,,,,2.0,,,,1.0,5.0,,,1.0,,,64.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,220,130,191,411,13,15.0,29.0,42.0,33.0,54.0,36.0,46.0,26.0,12.0,3.0,116.0,296.0,10.0,12.0,37.0,12.0,7.0,
Opposition,Opposition,215,125,164,379,16,14.0,18.0,24.0,38.0,52.0,17.0,56.0,12.0,25.0,3.0,101.0,274.0,10.0,19.0,44.0,19.0,12.0,
