West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
1,"Brown, Mitch",5,3,9,14,,,,5.0,3.0,,,1.0,1.0,,,7.0,6.0,1.0,,9.0,,,92.0
20,"Cox, Dean",11,6,12,23,1,,23.0,1.0,1.0,5.0,5.0,3.0,2.0,2.0,,12.0,9.0,1.0,,1.0,,,72.0
5,"Ebert, Brad",15,4,4,19,,1.0,,10.0,2.0,5.0,3.0,3.0,2.0,2.0,,7.0,13.0,,,,,,81.0
32,"Embley, Andrew",13,7,10,23,3,,3.0,6.0,3.0,1.0,,3.0,2.0,1.0,,6.0,17.0,,2.0,,,,79.0
43,"Hams, Ashton",6,3,7,13,1,,,5.0,,3.0,1.0,2.0,,1.0,,6.0,6.0,,,3.0,,1.0,78.0
38,"Jones, Brett",8,6,10,18,,,,2.0,4.0,,2.0,1.0,,,,8.0,10.0,1.0,,3.0,,,90.0
17,"Kennedy, Josh",8,5,1,9,,2.0,,3.0,,,,2.0,1.0,2.0,,3.0,6.0,1.0,1.0,4.0,,1.0,90.0
2,"LeCras, Mark",11,4,7,18,4,,,2.0,4.0,1.0,3.0,3.0,1.0,2.0,,6.0,11.0,,2.0,1.0,,,87.0
21,"Lynch, Quinten",13,10,9,22,,2.0,2.0,,,8.0,2.0,4.0,,2.0,,5.0,19.0,1.0,1.0,,,3.0,92.0
16,"Mackenzie, Eric",11,8,7,18,,,,5.0,4.0,1.0,,3.0,1.0,1.0,,7.0,11.0,1.0,,9.0,,,94.0
7,"Masten, Chris",8,3,13,21,,1.0,,1.0,2.0,5.0,2.0,3.0,,,,6.0,15.0,,1.0,5.0,,,78.0
9,"Naitanui, Nic",1,1,5,6,,1.0,20.0,3.0,,1.0,1.0,2.0,,2.0,,6.0,2.0,1.0,1.0,2.0,,,72.0
11,"Priddis, Matt",2,,13,15,,1.0,,5.0,1.0,,2.0,1.0,2.0,1.0,,9.0,6.0,,,1.0,,,88.0
24,"Rosa, Matt",15,6,14,29,,,,7.0,5.0,3.0,3.0,3.0,1.0,,,8.0,21.0,1.0,,5.0,,1.0,87.0
31,"Schofield, Will",6,3,5,11,,,,5.0,4.0,1.0,,6.0,,2.0,,5.0,5.0,,,5.0,,,93.0
37,"Selwood, Adam",19,6,10,29,1,,,4.0,,4.0,3.0,3.0,2.0,1.0,,7.0,21.0,1.0,,2.0,2.0,1.0,84.0
10,"Selwood, Scott",6,2,14,20,,,,10.0,1.0,1.0,3.0,4.0,2.0,1.0,,9.0,12.0,,,5.0,,,76.0
12,"Sheppard, Brad",6,1,7,13,1,1.0,,3.0,3.0,2.0,,1.0,2.0,,,4.0,9.0,,1.0,2.0,,,83.0
28,"Smith, Ashley",14,4,5,19,1,,,2.0,5.0,1.0,1.0,1.0,1.0,,,5.0,14.0,,,5.0,,,73.0
47,"Stevenson, Lewis",10,3,5,15,2,1.0,,3.0,1.0,1.0,,3.0,,2.0,,2.0,12.0,,1.0,4.0,,,72.0
41,"Strijk, Andrew",7,3,6,13,,,,,,3.0,1.0,1.0,,,,7.0,8.0,2.0,,1.0,,3.0,87.0
8,"Waters, Beau",10,5,10,20,,,,3.0,2.0,1.0,1.0,3.0,2.0,,,7.0,13.0,,,4.0,,,50.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,205,93,183,388,14,11.0,48.0,85.0,45.0,47.0,33.0,56.0,22.0,22.0,,142.0,246.0,11.0,10.0,71.0,2.0,10.0,
Opposition,Opposition,213,95,172,385,17,15.0,28.0,78.0,31.0,69.0,47.0,47.0,22.0,22.0,6.0,153.0,228.0,14.0,11.0,38.0,4.0,11.0,
