Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
24,"Bryan, Nick",23y 151d,21 (5-0-16 23.81%),2 (0.10),←,
30,"Caddy, Nate",19y 251d,12 (4-0-8 33.33%),9 (0.75),←,
6,"Caldwell, Jye",24y 175d,80 (31-1-48 39.38%),28 (0.35),69 (28-1-40 41.30%),27 (0.39)
2,"Draper, Sam",26y 175d,75 (27-1-47 36.67%),40 (0.53),←,
22,"Durham, Sam",23y 256d,73 (32-1-40 44.52%),21 (0.29),←,
28,"Duursma, Xavier",24y 258d,90 (55-1-34 61.67%),44 (0.49),17 (8-1-8 50.00%),11 (0.65)
45,"Edwards, Tom",24y 306d,1 (0-0-1 0.00%),3 (3.00),←,
11,"Gresham, Jade",27y 210d,160 (74-2-84 46.88%),157 (0.98),24 (10-1-13 43.75%),21 (0.88)
8,"Hobbs, Ben",21y 187d,49 (19-1-29 39.80%),16 (0.33),←,
23,"Jones, Harry",24y 25d,54 (26-1-27 49.07%),54 (1.00),←,
10,"Kako, Isaac",19y 15d,2 (0-0-2 0.00%),3 (1.50),←,
37,"Martin, Nic",23y 353d,69 (29-1-39 42.75%),52 (0.75),←,
1,"McGrath, Andrew",26y 293d,159 (74-2-83 47.17%),20 (0.13),←,
32,"McKay, Ben",27y 88d,96 (19-2-75 20.83%),1 (0.01),25 (11-1-13 46.00%),
29,"Menzie, Jye",22y 145d,38 (17-0-21 44.74%),27 (0.71),←,
7,"Merrett, Zach",29y 170d,231 (99-3-129 43.51%),84 (0.36),←,
16,"Perkins, Archie",22y 361d,82 (34-0-48 41.46%),49 (0.60),←,
25,"Prior, Jaxon",23y 291d,41 (28-1-12 69.51%),11 (0.27),2 (0-0-2 0.00%),
27,"Redman, Mason",27y 208d,126 (57-2-67 46.03%),20 (0.16),←,
31,"Reid, Zach",23y 20d,11 (2-0-9 18.18%),,←,
21,"Roberts, Archie",19y 124d,6 (1-0-5 16.67%),1 (0.17),←,
9,"Shiel, Dylan",32y 13d,222 (93-4-125 42.79%),91 (0.41),87 (34-1-52 39.66%),27 (0.31)
5,"Tsatas, Elijah",20y 155d,13 (6-0-7 46.15%),2 (0.15),←,
Totals,Totals,24y 105d,1711 (732-23-956 42.78%),735 (0.43),,
C,"Scott, Brad",48y 323d,259 (128-1-130 49.61%),,48 (22-1-25 46.88%),
