Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
36,"Aliir, Aliir",23y 347d,26 (17-0-9 65.38%),1 (0.04),←,
7,"Cunningham, Harry",24y 255d,102 (70-0-32 68.63%),47 (0.46),←,
13,"Florent, Oliver",20y 27d,30 (18-0-12 60.00%),12 (0.40),←,
42,"Fox, Robbie",25y 124d,12 (4-0-8 33.33%),5 (0.42),←,
23,"Franklin, Lance",31y 200d,289 (185-1-103 64.19%),917 (3.17),107 (76-0-31 71.03%),337 (3.15)
4,"Hannebery, Dan",27y 175d,206 (135-2-69 66.02%),95 (0.46),←,
9,"Hayward, Will",19y 296d,38 (24-0-14 63.16%),50 (1.32),←,
5,"Heeney, Isaac",22y 105d,78 (56-0-22 71.79%),77 (0.99),←,
29,"Hewett, George",22y 232d,69 (48-0-21 69.57%),30 (0.43),←,
15,"Jack, Kieren",31y 51d,246 (156-3-87 64.02%),161 (0.65),←,
10,"Jones, Zak",23y 156d,71 (44-0-27 61.97%),20 (0.28),←,
12,"Kennedy, Josh",30y 59d,225 (146-2-77 65.33%),140 (0.62),212 (141-2-69 66.98%),136 (0.64)
44,"Lloyd, Jake",24y 332d,113 (80-0-33 70.80%),26 (0.23),←,
30,"McCartin, Tom",18y 231d,13 (9-0-4 69.23%),7 (0.54),←,
3,"McVeigh, Jarrad",33y 133d,317 (200-4-113 63.72%),200 (0.63),←,
28,"Newman, Nic",25y 215d,29 (20-0-9 68.97%),8 (0.28),←,
11,"Papley, Tom",22y 36d,58 (42-0-16 72.41%),79 (1.36),←,
26,"Parker, Luke",25y 297d,172 (116-1-55 67.73%),141 (0.82),←,
24,"Rampe, Dane",28y 77d,136 (95-1-40 70.22%),6 (0.04),←,
27,"Robinson, Dan",24y 46d,23 (19-0-4 82.61%),6 (0.26),←,
25,"Ronke, Ben",20y 243d,16 (11-0-5 68.75%),23 (1.44),←,
18,"Sinclair, Callum",28y 329d,85 (60-1-24 71.18%),53 (0.62),56 (38-0-18 67.86%),35 (0.63)
Totals,Totals,25y 81d,2354 (1555-15-784 66.06%),2104 (0.89),,
C,"Longmire, John",47y 230d,194 (131-2-61 68.04%),,←,
