Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Ainsworth, Ben",14,8,8,22,1,1.0,,6.0,1.0,5.0,2.0,2.0,2.0,1.0,,4.0,18.0,,1.0,2.0,,3.0,86.0
15,"Anderson, Noah",22,6,11,33,,2.0,,4.0,1.0,9.0,5.0,5.0,,2.0,1.0,9.0,24.0,,1.0,2.0,1.0,,90.0
10,"Ballard, Charlie",17,9,4,21,,,,1.0,5.0,1.0,,6.0,1.0,2.0,,6.0,13.0,,,9.0,,,94.0
35,"Budarick, Connor",9,3,3,12,,1.0,,4.0,1.0,3.0,,1.0,2.0,1.0,,6.0,5.0,,,10.0,,,72.0
29,"Burgess, Chris",3,4,2,5,,,,,1.0,1.0,,,,,,4.0,1.0,3.0,,7.0,,,86.0
30,"Casboult, Levi",6,6,3,9,3,,,,,1.0,,3.0,,1.0,,4.0,5.0,2.0,3.0,1.0,,,95.0
1,"Chol, Mabior",5,2,,5,1,,7.0,,,2.0,1.0,3.0,,2.0,,3.0,2.0,,,2.0,,1.0,83.0
25,"Collins, Sam",14,7,2,16,,,,,7.0,3.0,1.0,2.0,5.0,,,9.0,6.0,2.0,,4.0,,,100.0
19,"Corbett, Josh",1,1,4,5,,,,,,1.0,,3.0,,1.0,,3.0,2.0,,,,,,57.0
5,"Davies, Alex",5,2,4,9,,1.0,,4.0,,1.0,1.0,3.0,1.0,2.0,,5.0,4.0,,,2.0,,,65.0
4,"Ellis, Brandon",9,4,9,18,,1.0,,3.0,2.0,1.0,2.0,2.0,1.0,1.0,,4.0,14.0,,1.0,2.0,,,88.0
8,"Fiorini, Brayden",9,3,4,13,,,,4.0,,2.0,2.0,1.0,1.0,,,5.0,8.0,,,,,,67.0
7,"Holman, Nick",8,1,6,14,3,,,2.0,,2.0,,3.0,,,,8.0,6.0,,1.0,1.0,,2.0,77.0
23,"Lemmens, Sean",7,,,7,,,,2.0,3.0,1.0,,3.0,1.0,3.0,,2.0,4.0,,,3.0,1.0,,89.0
17,"Markov, Oleg",9,3,6,15,1,,,1.0,3.0,2.0,,5.0,1.0,2.0,,8.0,9.0,,,,2.0,1.0,70.0
11,"Miller, Touk",17,5,9,26,1,,,8.0,2.0,7.0,8.0,7.0,1.0,4.0,,15.0,12.0,,,1.0,1.0,,88.0
27,"Powell, Wil",5,1,1,6,,,,4.0,2.0,,1.0,1.0,,1.0,,2.0,3.0,1.0,,3.0,,,76.0
22,"Rankine, Izak",10,,5,15,,1.0,,2.0,,1.0,3.0,2.0,2.0,,,8.0,4.0,,,2.0,,,88.0
18,"Rowell, Matt",12,,12,24,,2.0,,4.0,1.0,2.0,13.0,5.0,4.0,1.0,,20.0,7.0,,,5.0,,,83.0
20,"Sharp, Jeremy",,,,,,,,,,,,,,,,,,,,,,,
24,"Swallow, David",15,3,12,27,1,1.0,,2.0,1.0,7.0,7.0,6.0,,3.0,,19.0,9.0,1.0,,1.0,,,79.0
14,"Weller, Lachie",10,3,9,19,,,,4.0,3.0,2.0,2.0,2.0,1.0,,,8.0,9.0,,,4.0,,,84.0
28,"Witts, Jarrod",6,3,3,9,,,48.0,6.0,,3.0,3.0,3.0,1.0,3.0,,7.0,3.0,1.0,,3.0,,1.0,85.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,213,74,117,330,11,14.0,55.0,61.0,33.0,57.0,51.0,68.0,24.0,30.0,1.0,159.0,168.0,10.0,7.0,64.0,5.0,8.0,
Opposition,Opposition,214,64,130,344,21,6.0,41.0,71.0,43.0,53.0,44.0,66.0,30.0,24.0,5.0,163.0,166.0,10.0,9.0,58.0,5.0,13.0,
