Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
18,"Cameron, Leon",23y 253d,109 (56-2-51 52.29%),47 (0.43),←,
21,"Campbell, Tony",28y 273d,111 (61-0-50 54.95%),63 (0.57),36 (22-0-14 61.11%),2 (0.06)
12,"Cook, James",22y 126d,28 (17-0-11 60.71%),38 (1.36),3 (1-0-2 33.33%),3 (1.00)
26,"Cox, Simon",19y 108d,3 (0-0-3 0.00%),2 (0.67),←,
11,"Curley, Todd",23y 119d,10 (3-1-6 35.00%),12 (1.20),7 (1-1-5 21.43%),11 (1.57)
14,"Darcy, Luke",20y 305d,10 (2-1-7 25.00%),3 (0.30),←,
32,"Ellis, Craig",20y 343d,12 (5-0-7 41.67%),,←,
3,"Grant, Chris",23y 151d,129 (66-3-60 52.33%),264 (2.05),←,
29,"Griffin, Daryl",20y 110d,15 (7-1-7 50.00%),,←,
6,"Johnson, Brad",19y 299d,37 (15-2-20 43.24%),21 (0.57),←,
35,"Kretiuk, Steven",23y 313d,50 (29-1-20 59.00%),9 (0.18),←,
39,"Liberatore, Tony",30y 91d,158 (84-3-71 54.11%),76 (0.48),←,
9,"Nicholson, Brad",21y 343d,33 (15-2-16 48.48%),1 (0.03),←,
44,"Osborne, Richard",31y 331d,251 (104-2-145 41.83%),544 (2.17),48 (23-2-23 50.00%),94 (1.96)
22,"Quill, Peter",26y 263d,49 (27-2-20 57.14%),17 (0.35),←,
36,"Romero, Jose",24y 285d,112 (58-1-53 52.23%),111 (0.99),23 (9-1-13 41.30%),13 (0.57)
5,"Smith, Rohan",22y 347d,60 (31-2-27 53.33%),26 (0.43),←,
24,"Wallis, Stephen",31y 198d,246 (126-4-116 52.03%),57 (0.23),←,
25,"Watts, Jason",24y 288d,37 (18-1-18 50.00%),20 (0.54),←,
7,"West, Scott",21y 180d,67 (33-1-33 50.00%),36 (0.54),←,
15,"Wynd, Scott",26y 108d,133 (65-3-65 50.00%),24 (0.18),←,
Totals,Totals,24y 91d,1660 (822-32-806 49.52%),1371 (0.83),,
C,"Joyce, Alan",53y 204d,145 (91-2-52 63.45%),,52 (24-2-26 48.08%),
