Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
13,"Ah Chee, Callum",18y 288d,11 (5-0-6 45.45%),9 (0.82),←,
39,"Davis, Ryan",27y 46d,28 (9-0-19 32.14%),15 (0.54),14 (6-0-8 42.86%),11 (0.79)
12,"Day, Sam",23y 321d,93 (29-1-63 31.72%),61 (0.66),←,
41,"Garlett, Jarrod",20y 81d,13 (4-0-9 30.77%),7 (0.54),←,
2,"Grant, Jarrad",27y 17d,89 (43-0-46 48.31%),92 (1.03),8 (1-0-7 12.50%),9 (1.13)
5,"Harbrow, Jarrod",28y 5d,180 (72-2-106 40.56%),51 (0.28),110 (32-1-77 29.55%),30 (0.27)
38,"Joyce, Jesse",18y 341d,7 (3-0-4 42.86%),,←,
28,"Kolodjashnij, Kade",20y 349d,54 (16-1-37 30.56%),10 (0.19),←,
37,"Lonergan, Jesse",21y 252d,45 (12-1-32 27.78%),5 (0.11),←,
19,"Lynch, Tom",23y 266d,97 (28-1-68 29.38%),179 (1.85),←,
7,"Malceski, Nick",31y 343d,209 (125-3-81 60.53%),74 (0.35),33 (9-1-23 28.79%),7 (0.21)
4,"Martin, Jack",21y 176d,39 (13-1-25 34.62%),34 (0.87),←,
32,"Matera, Brandon",24y 134d,86 (26-1-59 30.81%),96 (1.12),←,
17,"May, Steven",24y 195d,83 (28-1-54 34.34%),17 (0.20),←,
11,"Miller, Touk",20y 152d,35 (8-1-26 24.29%),10 (0.29),←,
22,"Nicholls, Tom",24y 141d,43 (15-1-27 36.05%),6 (0.14),←,
36,"Schoenfeld, Josh",19y 20d,1 (1-0-0 100.00%),,←,
6,"Sexton, Alex",22y 233d,51 (15-0-36 29.41%),30 (0.59),←,
26,"Shaw, Matt",24y 169d,95 (26-1-68 27.89%),31 (0.33),←,
48,"Tape, Seb",23y 352d,40 (6-0-34 15.00%),1 (0.03),←,
16,"Thompson, Rory",25y 133d,74 (24-1-49 33.11%),7 (0.09),←,
30,"Wright, Peter",19y 319d,15 (3-0-12 20.00%),23 (1.53),←,
Totals,Totals,23y 114d,1388 (511-16-861 36.82%),758 (0.55),,
C,"Eade, Rodney",58y 110d,353 (179-5-169 51.42%),,39 (10-1-28 26.92%),
