Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
22,"Bain, David",25,6,7,32,,,,1.0,,,,,3.0,1.0,,,,,,,,,
25,"Campbell, Matthew",15,2,3,18,,,2.0,,,,,,2.0,1.0,,,,,,,,,
1,"Champion, Richard",8,3,2,10,,,1.0,,,,,,1.0,1.0,,,,,,,,,
12,"Clarke, Troy",16,4,9,25,,,,,,,,,2.0,1.0,,,,,,,,,
4,"Gastev, John",10,6,2,12,,,,1.0,,,,,2.0,,,,,,,,,,
34,"Green, Ashley",4,1,6,10,,,,4.0,,,,,5.0,,,,,,,,,,
14,"Hamilton, Shane",17,5,6,23,,,,,,,,,1.0,2.0,,,,,,,,,
32,"Hart, Shaun",20,3,5,25,,,,3.0,,,,,2.0,2.0,,,,,,,,,
41,"Kennedy, Matthew",11,6,3,14,,1.0,4.0,,,,,,1.0,2.0,,,,,,,,,
17,"Leslie, Martin",16,4,4,20,1,,,1.0,,,,,,3.0,,,,,,,,,
16,"Luhrs, Simon",6,1,1,7,,,,1.0,,,,,3.0,,,,,,,,,,
7,"McIvor, Scott",9,2,5,14,,1.0,,,,,,,,,,,,,,,,,
26,"Noonan, Danny",17,9,3,20,,,,2.0,,,,,1.0,1.0,,,,,,,,,
44,"Palfreyman, Nigel",11,2,4,15,2,1.0,,2.0,,,,,4.0,2.0,,,,,,,,,
23,"Schache, Laurence",6,1,1,7,1,2.0,,,,,,,1.0,,,,,,,,,,
13,"Shephard, Heath",13,5,4,17,,,,1.0,,,,,1.0,1.0,,,,,,,,,
33,"White, Darryl",7,5,7,14,,,,1.0,,,,,,,,,,,,,,,
28,"Windsor, Ray",6,4,1,7,2,,,1.0,,,,,1.0,1.0,,,,,,,,,
18,"Worsfold, Peter",12,4,7,19,,,,1.0,,,,,3.0,1.0,,,,,,,,,
21,"Zanotti, Mark",4,6,2,6,,,,,,,,,,3.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,233,79,82,315,6,6.0,7.0,19.0,,,,,33.0,22.0,,,,,,,,,
Opposition,Opposition,223,46,96,319,11,18.0,25.0,33.0,,,,,22.0,33.0,6.0,,,,,,,,
