Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
27,"Alessio, Steven",29y 256d,144 (99-2-43 69.44%),165 (1.15),←,
16,"Barnard, Paul",28y 159d,108 (77-0-31 71.30%),44 (0.41),97 (74-0-23 76.29%),40 (0.41)
22,"Barnes, John",32y 51d,194 (119-2-73 61.86%),89 (0.46),50 (42-1-7 85.00%),24 (0.48)
23,"Bolton, Mark",22y 110d,14 (10-0-4 71.43%),6 (0.43),←,
33,"Caracella, Blake",24y 129d,93 (68-0-25 73.12%),120 (1.29),←,
31,"Fletcher, Dustin",26y 76d,165 (116-3-46 71.21%),56 (0.34),←,
11,"Hardwick, Damien",28y 338d,144 (96-1-47 67.01%),13 (0.09),←,
26,"Heffernan, Chris",22y 174d,65 (50-0-15 76.92%),24 (0.37),←,
3,"Henneman, Aaron",20y 221d,24 (22-0-2 91.67%),,←,
5,"Hird, James",28y 168d,144 (96-4-44 68.06%),242 (1.68),←,
42,"Jacobs, Danny",21y 27d,24 (22-0-2 91.67%),8 (0.33),←,
14,"Johnson, Jason",23y 178d,55 (47-0-8 85.45%),33 (0.60),←,
1,"Johnson, Mark",23y 60d,55 (50-0-5 90.91%),13 (0.24),←,
17,"Lalich, Judd",25y 208d,16 (13-0-3 81.25%),4 (0.25),←,
18,"Lloyd, Matthew",23y 97d,121 (83-1-37 69.01%),429 (3.55),←,
25,"Lucas, Scott",23y 204d,108 (73-0-35 67.59%),165 (1.53),←,
28,"McGrath, Cory",22y 168d,8 (7-0-1 87.50%),6 (0.75),←,
2,"Mercuri, Mark",27y 151d,162 (111-3-48 69.44%),220 (1.36),←,
24,"Misiti, Joe",26y 255d,172 (112-4-56 66.28%),73 (0.42),←,
29,"Moorcroft, Gary",25y 97d,76 (57-0-19 75.00%),87 (1.14),←,
9,"Ramanauskas, Adam",20y 245d,42 (38-0-4 90.48%),22 (0.52),←,
7,"Solomon, Dean",21y 194d,67 (53-0-14 79.10%),21 (0.31),←,
Totals,Totals,24y 328d,2001 (1419-20-562 70.91%),1840 (0.92),,
C,"Sheedy, Kevin",53y 210d,488 (320-5-163 66.09%),,←,
