Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
16,"Aarts, Jake",27y 220d,42 (21-1-20 51.19%),34 (0.81),←,
7,"Baker, Liam",24y 170d,81 (51-2-28 64.20%),28 (0.35),←,
21,"Balta, Noah",22y 266d,56 (36-0-20 64.29%),21 (0.38),←,
29,"Bolton, Shai",23y 220d,84 (52-2-30 63.10%),88 (1.05),←,
35,"Broad, Nathan",29y 92d,101 (71-1-29 70.79%),1 (0.01),←,
9,"Cotchin, Trent",32y 100d,281 (155-3-123 55.69%),131 (0.47),←,
38,"Cumberland, Noah",21y 123d,3 (0-0-3 0.00%),5 (1.67),←,
10,"Edwards, Shane",33y 264d,298 (153-6-139 52.35%),184 (0.62),←,
28,"Gibcus, Josh",19y 103d,14 (8-0-6 57.14%),3 (0.21),←,
34,"Graham, Jack",24y 141d,93 (61-2-30 66.67%),40 (0.43),←,
2,"Grimes, Dylan",31y,205 (128-2-75 62.93%),3 (0.01),←,
33,"McIntosh, Kamdyn",28y 104d,140 (91-1-48 65.36%),39 (0.28),←,
46,"Miller, Ben",22y 319d,6 (2-1-3 41.67%),1 (0.17),←,
25,"Nankervis, Toby",27y 338d,115 (78-0-37 67.83%),34 (0.30),103 (71-0-32 68.93%),31 (0.30)
50,"Pickett, Marlion",30y 191d,51 (29-2-20 58.82%),13 (0.25),←,
3,"Prestia, Dion",29y 277d,186 (89-1-96 48.12%),59 (0.32),91 (63-1-27 69.78%),29 (0.32)
45,"Ralphsmith, Hugo",20y 249d,18 (8-0-10 44.44%),8 (0.44),←,
8,"Riewoldt, Jack",33y 258d,320 (168-6-146 53.44%),747 (2.33),←,
17,"Rioli, Daniel",25y 91d,131 (82-2-47 63.36%),95 (0.73),←,
15,"Short, Jayden",26y 173d,131 (81-2-48 62.60%),26 (0.20),←,
40,"Sonsie, Tyler",19y 170d,1 (0-0-1 0.00%),,←,
6,"Tarrant, Robbie",33y 82d,188 (83-1-104 44.41%),44 (0.23),14 (6-0-8 42.86%),
1,"Vlastuin, Nick",28y 88d,184 (116-2-66 63.59%),27 (0.15),←,
Totals,Totals,26y 287d,2729 (1563-37-1129 57.27%),1631 (0.60),,
C,"Hardwick, Damien",49y 332d,291 (163-4-124 56.70%),,←,
