St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
38,"Boxshall, Hugh",19y 2d,5 (2-0-3 40.00%),1 (0.20),←,
16,"Butler, Dan",29y 40d,151 (83-0-68 54.97%),172 (1.14),106 (52-0-54 49.06%),119 (1.12)
47,"Caminiti, Anthony",21y 216d,50 (20-0-30 40.00%),37 (0.74),←,
11,"Clark, Hunter",26y 109d,107 (48-1-58 45.33%),14 (0.13),←,
34,"Garcia, Hugo",20y 52d,22 (9-0-13 40.91%),4 (0.18),←,
40,"Hall, Max",23y 89d,17 (5-0-12 29.41%),19 (1.12),←,
24,"Hastie, Angus",19y 297d,11 (4-0-7 36.36%),1 (0.09),←,
42,"Heath, Max",22y 262d,1 (0-0-1 0.00%),1 (1.00),←,
23,"Henry, Liam",23y 319d,59 (21-1-37 36.44%),21 (0.36),16 (5-0-11 31.25%),8 (0.50)
1,"Higgins, Jack",26y 116d,139 (75-1-63 54.32%),191 (1.37),96 (45-0-51 46.88%),162 (1.69)
8,"Hill, Bradley",32y 4d,271 (154-0-117 56.83%),108 (0.40),122 (60-0-62 49.18%),29 (0.24)
6,"Macrae, Jack",30y 344d,264 (137-0-127 51.89%),60 (0.23),15 (4-0-11 26.67%),1 (0.07)
19,"Marshall, Rowan",29y 231d,150 (68-0-82 45.33%),75 (0.50),←,
10,"Owens, Mitch",21y 292d,69 (31-0-38 44.93%),71 (1.03),←,
43,"Sharman, Cooper",24y 353d,64 (27-0-37 42.19%),68 (1.06),←,
35,"Sinclair, Jack",30y 151d,204 (89-1-114 43.87%),68 (0.33),←,
9,"Steele, Jack",29y 212d,196 (84-1-111 43.11%),69 (0.35),179 (76-1-102 42.74%),60 (0.34)
14,"Stocker, Liam",25y 171d,78 (31-0-47 39.74%),2 (0.03),50 (23-0-27 46.00%),
26,"Tauru, Alix",18y 239d,4 (0-0-4 0.00%),,←,
7,"Wanganeen-Milera, Nasiah",22y 141d,80 (37-0-43 46.25%),15 (0.19),←,
44,"Wilkie, Callum",29y 125d,149 (70-0-79 46.98%),1 (0.01),←,
2,"Windhager, Marcus",22y 58d,69 (29-0-40 42.03%),10 (0.14),←,
32,"Wood, Mason",31y 303d,150 (74-0-76 49.33%),143 (0.95),85 (44-0-41 51.76%),67 (0.79)
Totals,Totals,25y 100d,2310 (1098-5-1207 47.53%),1151 (0.50),,
C,"Lyon, Ross",58y 247d,369 (201-5-163 55.15%),,185 (105-4-76 57.84%),
