Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
15,"Allan, Ben",17,4,3,20,2,,,,,,,,2.0,2.0,,,,,,,,,
14,"Bunn, Mark",5,1,2,7,,,,,,,,,,1.0,,,,,,,,,
5,"Collins, Andrew",3,,2,5,,,,2.0,,,,,2.0,1.0,,,,,,,,,
3,"Condon, Anthony",8,4,2,10,,,1.0,3.0,,,,,2.0,3.0,,,,,,,,,
26,"Cooper, Paul",5,2,6,11,,,,,,,,,,1.0,,,,,,,,,
9,"Crawford, Shane",9,2,9,18,1,,,1.0,,,,,1.0,2.0,,,,,,,,,
23,"Crawshay, Simon",5,5,1,6,,,,2.0,,,,,1.0,1.0,,,,,,,,,
19,"Dunstall, Jason",7,5,,7,3,2.0,,1.0,,,,,1.0,1.0,,,,,,,,,
16,"Gowers, Andrew",10,3,6,16,,,,,,,,,,,,,,,,,,,
34,"Graham, Mark",11,6,9,20,,,1.0,1.0,,,,,3.0,,1.0,,,,,,,,
17,"Hudson, Paul",6,4,,6,2,1.0,,1.0,,,,,,,,,,,,,,,
11,"Jarman, Darren",15,5,4,19,1,2.0,,,,,,,1.0,2.0,,,,,,,,,
1,"Jencke, Ray",3,2,1,4,,,,,,,,,,,,,,,,,,,
24,"Langford, Chris",11,9,6,17,,1.0,1.0,,,,,,2.0,3.0,,,,,,,,,
12,"Lawrence, Stephen",11,4,4,15,1,,14.0,1.0,,,,,2.0,3.0,,,,,,,,,
20,"Maginness, Scott",8,5,2,10,1,,,1.0,,,,,,,,,,,,,,,
28,"McDonald, Alex",5,4,1,6,,1.0,,1.0,,,,,,,,,,,,,,,
44,"Platten, John",12,3,9,21,,,,1.0,,,,,,2.0,,,,,,,,,
42,"Stevenson, Shayne",10,3,2,12,,1.0,,2.0,,,,,,,,,,,,,,,
38,"Tallis, Rayden",4,1,4,8,1,,,2.0,,,,,1.0,2.0,,,,,,,,,
25,"Taylor, Jason",14,13,8,22,,1.0,,2.0,,,,,,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,179,85,81,260,12,12.0,17.0,21.0,,,,,18.0,24.0,1.0,,,,,,,,
Opposition,Opposition,192,76,142,334,20,16.0,20.0,16.0,,,,,24.0,18.0,5.0,,,,,,,,
