Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
27,"Alessio, Steven",8,6,3,11,2,,11.0,,,5.0,2.0,3.0,,,,,,,,,,,
16,"Barnard, Paul",3,4,3,6,,,,1.0,4.0,,,1.0,,,,,,,,,,,
20,"Berbakov, Peter",6,5,3,9,,,,,3.0,,,,,,,,,,,,,,
8,"Bewick, Darren",18,6,3,21,2,3.0,,1.0,5.0,5.0,3.0,1.0,,,,,,,,,,,
32,"Blumfield, Justin",12,7,8,20,,,,4.0,5.0,2.0,1.0,,2.0,,,,,,,,,,
14,"Calthorpe, David",23,5,7,30,2,3.0,,,4.0,3.0,3.0,3.0,2.0,3.0,3.0,,,,,,,,
33,"Caracella, Blake",10,6,11,21,1,,1.0,,,5.0,1.0,1.0,1.0,2.0,,,,,,,,,
9,"Cockatoo-Collins, Che",5,,1,6,,,,1.0,,4.0,1.0,1.0,1.0,1.0,,,,,,,,,
36,"Eastaugh, Simon",6,5,1,7,,2.0,16.0,,,,,2.0,,,,,,,,,,,
11,"Hardwick, Damien",17,7,6,23,,,,3.0,5.0,2.0,1.0,2.0,2.0,,,,,,,,,,
5,"Hird, James",11,7,14,25,1,1.0,,6.0,3.0,3.0,5.0,2.0,,3.0,,,,,,,,,
18,"Lloyd, Matthew",8,5,2,10,1,1.0,,1.0,,4.0,,,2.0,,,,,,,,,,
13,"Long, Michael",7,3,2,9,3,,,,,5.0,,1.0,,,,,,,,,,,
25,"Lucas, Scott",13,4,5,18,1,4.0,,2.0,2.0,4.0,,2.0,1.0,1.0,,,,,,,,,
2,"Mercuri, Mark",11,5,7,18,1,,,1.0,1.0,2.0,3.0,,2.0,1.0,,,,,,,,,
24,"Misiti, Joe",14,5,6,20,,,,,1.0,1.0,5.0,1.0,,,,,,,,,,,
29,"Moorcroft, Gary",3,1,,3,1,,,,1.0,,,1.0,,1.0,,,,,,,,,
3,"OConnor, Ryan",2,2,3,5,,,2.0,1.0,1.0,,,,,,,,,,,,,,
47,"Olarenshaw, Ricky",13,2,16,29,,1.0,,2.0,2.0,5.0,6.0,2.0,1.0,1.0,,,,,,,,,
15,"Prior, Michael",3,1,,3,,,,,2.0,,1.0,,,,,,,,,,,,
7,"Solomon, Dean",4,3,7,11,,,,4.0,1.0,1.0,,2.0,,2.0,,,,,,,,,
6,"Wellman, Sean",6,3,4,10,,,2.0,,,,,3.0,1.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,203,92,112,315,15,16.0,32.0,27.0,40.0,51.0,32.0,28.0,15.0,16.0,3.0,,,,,,,,
Opposition,Opposition,181,58,93,274,15,18.0,35.0,37.0,26.0,60.0,34.0,22.0,16.0,15.0,3.0,,,,,,,,
