Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
16,"Barnard, Paul",10,7,6,16,2,1.0,,3.0,,4.0,2.0,1.0,2.0,1.0,,7.0,9.0,2.0,,1.0,,,
22,"Barnes, John",4,5,6,10,,,23.0,,1.0,1.0,1.0,1.0,,,,1.0,10.0,,1.0,6.0,,,
32,"Blumfield, Justin",1,,2,3,,,,,,,,,,1.0,,,3.0,,,1.0,,,
23,"Bolton, Mark",3,1,1,4,,2.0,,4.0,,1.0,1.0,,,,,2.0,1.0,,,,,,
15,"Forster-Knight, Robert",2,3,1,3,,,,2.0,,1.0,,,,,,,3.0,,,,,,
11,"Hardwick, Damien",14,3,8,22,,,,,2.0,1.0,3.0,4.0,2.0,,,9.0,11.0,,,,,,
3,"Henneman, Aaron",2,1,3,5,,,,,,,1.0,,1.0,,,2.0,3.0,1.0,,1.0,,,
5,"Hird, James",19,6,6,25,,,1.0,2.0,2.0,7.0,3.0,1.0,2.0,,,8.0,16.0,1.0,,2.0,,,
42,"Jacobs, Danny",9,3,,9,,,1.0,2.0,3.0,,1.0,,,,,1.0,8.0,,,3.0,,,
14,"Johnson, Jason",12,2,7,19,,1.0,,2.0,,4.0,3.0,,1.0,2.0,1.0,9.0,11.0,,,,,,
1,"Johnson, Mark",8,4,4,12,,,,3.0,2.0,2.0,1.0,,1.0,,,5.0,6.0,,,2.0,1.0,,
18,"Lloyd, Matthew",10,6,4,14,8,,,,,2.0,,,2.0,1.0,3.0,7.0,6.0,,4.0,,,,
25,"Lucas, Scott",15,9,2,17,1,4.0,,1.0,1.0,3.0,,1.0,,1.0,,6.0,11.0,4.0,3.0,,,,
28,"McGrath, Cory",10,4,2,12,1,1.0,,1.0,1.0,3.0,2.0,2.0,,,,7.0,4.0,1.0,,2.0,,,
10,"McVeigh, Mark",10,4,3,13,2,1.0,,3.0,1.0,3.0,2.0,1.0,,1.0,,7.0,6.0,2.0,1.0,,,,
29,"Moorcroft, Gary",14,8,6,20,,,,1.0,3.0,3.0,2.0,,2.0,,,7.0,13.0,,,1.0,6.0,,
45,"Peverill, Damien",11,4,6,17,1,,,4.0,2.0,5.0,3.0,,1.0,,,5.0,12.0,,,2.0,1.0,,
9,"Ramanauskas, Adam",8,2,2,10,,,1.0,2.0,2.0,2.0,2.0,,,,,4.0,5.0,,,1.0,,,
43,"Rioli, Dean",17,9,6,23,2,2.0,,,1.0,3.0,4.0,3.0,1.0,1.0,2.0,11.0,13.0,2.0,2.0,4.0,,,
12,"Robran, Jonathon",4,3,4,8,1,,1.0,2.0,,3.0,,,,1.0,,2.0,6.0,,,,,,
7,"Solomon, Dean",10,6,6,16,,,,,3.0,4.0,,2.0,1.0,,,7.0,10.0,,,2.0,1.0,,
6,"Wellman, Sean",13,11,8,21,,,1.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,,8.0,12.0,1.0,,3.0,2.0,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,206,101,93,299,18,14.0,28.0,34.0,29.0,54.0,32.0,17.0,17.0,10.0,6.0,115.0,179.0,14.0,11.0,31.0,11.0,,
Opposition,Opposition,198,116,83,281,8,9.0,28.0,30.0,32.0,37.0,33.0,30.0,10.0,17.0,,90.0,191.0,4.0,17.0,15.0,15.0,,
