North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
13,"Adams, Leigh",23y 95d,38 (17-1-20 46.05%),28 (0.74),←,
4,"Anthony, Liam",23y 304d,30 (11-1-18 38.33%),15 (0.50),←,
18,"Atley, Shaun",18y 300d,14 (6-0-8 42.86%),3 (0.21),←,
28,"Bastinac, Ryan",20y 18d,27 (14-0-13 51.85%),8 (0.30),←,
33,"Campbell, Matt",24y 170d,60 (31-1-28 52.50%),62 (1.03),←,
45,"Delaney, Luke",22y 16d,7 (4-0-3 57.14%),,←,
27,"Edwards, Aaron",27y 130d,66 (35-1-30 53.79%),95 (1.44),62 (31-1-30 50.81%),93 (1.50)
11,"Firrito, Michael",27y 225d,163 (78-2-83 48.47%),27 (0.17),←,
22,"Goldstein, Todd",23y 9d,51 (24-1-26 48.04%),29 (0.57),←,
24,"Greenwood, Levi",22y 141d,35 (17-1-17 50.00%),7 (0.20),←,
6,"Hansen, Lachlan",22y 327d,62 (27-1-34 44.35%),47 (0.76),←,
23,"Harper, Kieran",19y 25d,7 (4-0-3 57.14%),4 (0.57),←,
29,"Harvey, Brent",33y 57d,316 (169-3-144 53.96%),368 (1.16),←,
42,"McMahon, Scott",25y 38d,82 (39-1-42 48.17%),26 (0.32),←,
39,"Pedersen, Cameron",24y 115d,8 (4-0-4 50.00%),6 (0.75),←,
20,"Petrie, Drew",28y 268d,192 (89-3-100 47.14%),185 (0.96),←,
3,"Rawlings, Brady",30y 30d,238 (117-2-119 49.58%),60 (0.25),←,
9,"Swallow, Andrew",24y 38d,99 (43-1-55 43.94%),54 (0.55),←,
12,"Thomas, Lindsay",23y 132d,87 (38-2-47 44.83%),109 (1.25),←,
16,"Thompson, Scott",25y 62d,65 (24-2-39 38.46%),3 (0.05),←,
8,"Wells, Daniel",26y 157d,164 (82-2-80 50.61%),96 (0.59),←,
7,"Ziebell, Jack",20y 132d,39 (17-0-22 43.59%),8 (0.21),←,
Totals,Totals,24y 127d,1850 (890-25-935 48.11%),1240 (0.67),,
C,"Scott, Brad",35y 68d,37 (17-0-20 45.95%),,←,
