Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
37,"Bassett, Adrian",11,2.0,9.0,20,1.0,,,4.0,,,,,1.0,1.0,,,,,,,,,
16,"Bond, Chris",8,,10.0,18,1.0,,,5.0,,,,,,4.0,,,,,,,,,
21,"Bradley, Craig",8,1.0,10.0,18,,,,1.0,,,,,,2.0,,,,,,,,,
20,"Brown, Fraser",12,2.0,11.0,23,,1.0,,3.0,,,,,2.0,1.0,,,,,,,,,
40,"Cavedon, Andrew",2,,2.0,4,,,3.0,,,,,,,2.0,,,,,,,,,
35,"Dean, Peter",2,1.0,6.0,8,,,,2.0,,,,,,1.0,,,,,,,,,
6,"Dorotich, Jon",11,5.0,8.0,19,,1.0,,3.0,,,,,4.0,2.0,,,,,,,,,
32,"Glascott, David",9,4.0,6.0,15,,,,2.0,,,,,3.0,1.0,,,,,,,,,
13,"Hanna, Mil",10,5.0,8.0,18,1.0,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,
10,"James, Michael",6,5.0,16.0,22,,,,3.0,,,,,1.0,,,,,,,,,,
28,"Kernahan, David",3,,,3,,,,1.0,,,,,1.0,,,,,,,,,,
44,"Madden, Justin",6,4.0,10.0,16,,,21.0,1.0,,,,,4.0,3.0,,,,,,,,,
34,"Matthews, Ashley",3,1.0,1.0,4,,1.0,,1.0,,,,,,,,,,,,,,,
23,"Meldrum, Paul",8,1.0,5.0,13,,1.0,,,,,,,1.0,,,,,,,,,,
29,"Minton-Connell, Simon",6,4.0,1.0,7,3.0,2.0,,1.0,,,,,1.0,,,,,,,,,,
19,"Phillips, Andrew",23,3.0,18.0,41,,2.0,,2.0,,,,,2.0,1.0,1.0,,,,,,,,
7,"Ratten, Brett",5,,8.0,13,,,,3.0,,,,,1.0,,,,,,,,,,
18,"Sartori, Peter",9,3.0,1.0,10,2.0,1.0,2.0,1.0,,,,,2.0,,,,,,,,,,
14,"Sexton, Michael",8,4.0,6.0,14,,,,3.0,,,,,2.0,,,,,,,,,,
15,"Verbeek, Simon",8,3.0,3.0,11,,,,1.0,,,,,,1.0,,,,,,,,,
Totals,Totals,158,48.0,139.0,297,8.0,10.0,26.0,38.0,,,,,26.0,20.0,1.0,,,,,,,,
Opposition,Opposition,244,81.0,139.0,383,23.0,18.0,23.0,33.0,,,,,20.0,26.0,5.0,,,,,,,,
