Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Batchelor, Jake",8,6,5.0,13,,,1.0,4.0,2.0,1.0,1.0,,,,,5,9,,,6.0,,,84.0
25,"Chaplin, Troy",5,7,3.0,8,,,,3.0,1.0,1.0,,3.0,,1.0,,3,7,1.0,,5.0,,,96.0
30 ↑,"Conca, Reece",6,2,2.0,8,1.0,,,1.0,2.0,2.0,2.0,2.0,,1.0,,3,5,,,2.0,1.0,,32.0
9,"Cotchin, Trent",3,1,6.0,9,,,,3.0,,,1.0,3.0,2.0,1.0,,6,3,,,1.0,,,85.0
3,"Deledio, Brett",10,2,7.0,17,1.0,,1.0,6.0,1.0,2.0,4.0,5.0,1.0,2.0,,5,12,,,,2.0,1.0,87.0
10,"Edwards, Shane",2,3,6.0,8,1.0,,,3.0,,3.0,2.0,3.0,,3.0,,4,5,,,3.0,,,82.0
5,"Ellis, Brandon",5,1,5.0,10,,,,3.0,1.0,1.0,2.0,3.0,,2.0,,2,8,,,,,,88.0
24 ↓,"Griffiths, Ben",3,3,1.0,4,,2.0,4.0,1.0,,,,,,,,1,3,1.0,1.0,1.0,,,56.0
6,"Grigg, Shaun",11,4,6.0,17,,,2.0,4.0,,4.0,3.0,3.0,,,,5,11,,,,,,80.0
2,"Grimes, Dylan",6,4,6.0,12,,,,3.0,3.0,1.0,,,1.0,,,7,6,1.0,,4.0,,,73.0
14,"Houli, Bachar",14,6,3.0,17,,,,1.0,3.0,4.0,,2.0,1.0,,,8,9,3.0,,6.0,,,90.0
28,"Hunt, Taylor",9,5,7.0,16,,,,1.0,1.0,2.0,,1.0,,,,4,12,,,4.0,1.0,,89.0
48,"Lambert, Kane",5,1,5.0,10,1.0,,,2.0,1.0,1.0,3.0,2.0,3.0,1.0,,8,2,,,2.0,,,74.0
20,"Maric, Ivan",3,1,6.0,9,,,19.0,1.0,,,3.0,1.0,1.0,,,8,1,,,1.0,,,87.0
4,"Martin, Dustin",17,4,4.0,21,,,,,7.0,3.0,1.0,5.0,,3.0,,6,16,,,1.0,1.0,,83.0
33,"McIntosh, Kamdyn",10,4,5.0,15,1.0,,,4.0,1.0,4.0,,3.0,,,,4,11,,1.0,,2.0,3.0,86.0
26,"Miles, Anthony",11,6,11.0,22,1.0,,,1.0,,4.0,9.0,2.0,3.0,2.0,,15,10,,1.0,1.0,,,83.0
1,"Newman, Chris",10,4,2.0,12,2.0,1.0,,,1.0,3.0,2.0,1.0,2.0,,,3,9,,,1.0,,,75.0
18,"Rance, Alex",10,5,8.0,18,,,,3.0,8.0,,1.0,1.0,,1.0,,5,14,,,14.0,,,100.0
8,"Riewoldt, Jack",10,7,4.0,14,4.0,,3.0,4.0,,3.0,,2.0,1.0,2.0,,5,8,3.0,3.0,1.0,,1.0,99.0
29,"Vickery, Ty",11,4,,11,2.0,1.0,1.0,1.0,,3.0,1.0,1.0,1.0,1.0,,5,7,2.0,,1.0,,1.0,89.0
31,"Vlastuin, Nick",8,3,4.0,12,,,,2.0,3.0,,,2.0,1.0,1.0,,3,8,,,1.0,,,80.0
Totals,Totals,177,83,106.0,283,14.0,4.0,31.0,51.0,35.0,42.0,35.0,45.0,17.0,21.0,,115,176,11.0,6.0,55.0,7.0,6.0,
Opposition,Opposition,196,82,133.0,329,15.0,15.0,51.0,59.0,27.0,55.0,42.0,42.0,21.0,17.0,,148,184,17.0,14.0,39.0,6.0,10.0,
