Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
15,"Allan, Ben",15,5,3,18,2,1.0,,2.0,,,,,3.0,3.0,,,,,,,,,
7,"Ayres, Gary",4,1,4,8,,,,1.0,,,,,,,,,,,,,,,
5,"Collins, Andrew",10,3,6,16,,,,2.0,,,,,2.0,2.0,,,,,,,,,
3,"Condon, Anthony",15,,2,17,,2.0,,3.0,,,,,1.0,3.0,,,,,,,,,
26,"Cooper, Paul",9,2,,9,,,,,,,,,,,,,,,,,,,
9,"Crawford, Shane",19,9,4,23,5,2.0,,3.0,,,,,4.0,,3.0,,,,,,,,
14,"Dear, Greg",10,5,9,19,,2.0,14.0,1.0,,,,,4.0,2.0,,,,,,,,,
13,"Dear, Paul",7,3,5,12,,2.0,2.0,3.0,,,,,,2.0,,,,,,,,,
19,"Dunstall, Jason",10,6,2,12,6,3.0,,,,,,,1.0,1.0,1.0,,,,,,,,
16,"Gowers, Andrew",13,9,4,17,,,,1.0,,,,,1.0,1.0,,,,,,,,,
6,"Hall, Tony",16,7,8,24,4,,,,,,,,2.0,2.0,,,,,,,,,
17,"Hudson, Paul",19,4,6,25,3,2.0,1.0,2.0,,,,,2.0,,,,,,,,,,
11,"Jarman, Darren",18,8,8,26,1,,,3.0,,,,,3.0,1.0,,,,,,,,,
1,"Jencke, Ray",15,10,2,17,1,,,2.0,,,,,,,,,,,,,,,
32,"Johnston, Michael",5,1,3,8,,,,,,,,,1.0,2.0,,,,,,,,,
24,"Langford, Chris",13,4,3,16,,,,,,,,,,3.0,,,,,,,,,
12,"Lawrence, Stephen",5,,7,12,,,8.0,2.0,,,,,,2.0,,,,,,,,,
35,"Morrissey, James",10,4,2,12,,1.0,,,,,,,,,,,,,,,,,
18,"Pritchard, Darrin",7,,3,10,,,,1.0,,,,,2.0,2.0,,,,,,,,,
4,"Taylor, Richard",5,1,,5,,,,1.0,,,,,,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,225,82,81,306,22,17.0,25.0,27.0,,,,,26.0,26.0,4.0,,,,,,,,
Opposition,Opposition,196,68,102,298,12,20.0,12.0,18.0,,,,,26.0,26.0,2.0,,,,,,,,
