Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
31,"Banner, Mitchell",19y 309d,3 (2-0-1 66.67%),1 (0.33),←,
10,"Boak, Travis",21y 252d,52 (26-0-26 50.00%),22 (0.42),←,
27,"Carlile, Alipate",22y 345d,56 (25-0-31 44.64%),3 (0.05),←,
1,"Cassisi, Domenic",27y 200d,152 (85-1-66 56.25%),63 (0.41),←,
30,"Chaplin, Troy",24y 46d,83 (39-1-43 47.59%),9 (0.11),←,
47,"Cloke, Cameron",25y 111d,58 (25-0-33 43.10%),36 (0.62),1 (0-0-1 0.00%),
35,"Cornes, Chad",30y 149d,219 (129-1-89 59.13%),161 (0.74),←,
18,"Cornes, Kane",27y 95d,187 (107-1-79 57.49%),76 (0.41),←,
41,"Davenport, Jason",24y 218d,13 (6-0-7 46.15%),13 (1.00),←,
33,"Ebert, Brett",26y 143d,121 (59-1-61 49.17%),181 (1.50),←,
45,"Hitchcock, Cameron",19y 281d,3 (2-0-1 66.67%),4 (1.33),←,
7,"Krakouer, Nathan",21y 340d,36 (19-0-17 52.78%),7 (0.19),←,
44,"Logan, Tom",24y 282d,56 (23-0-33 41.07%),16 (0.29),53 (23-0-30 43.40%),16 (0.30)
6,"Pearce, Danyle",24y 3d,96 (44-0-52 45.83%),58 (0.60),←,
3,"Salopek, Steven",24y 293d,97 (50-0-47 51.55%),45 (0.46),←,
28,"Schulz, Jay",24y 357d,74 (26-2-46 36.49%),61 (0.82),3 (2-0-1 66.67%),3 (1.00)
14,"Stewart, Paul",22y 274d,21 (7-0-14 33.33%),1 (0.05),←,
9,"Surjan, Jacob",24y 238d,90 (46-0-44 51.11%),12 (0.13),←,
21,"Thomas, Matt",23y 42d,32 (11-0-21 34.38%),9 (0.28),←,
16,"Tredrea, Warren",31y 107d,251 (142-2-107 56.97%),544 (2.17),←,
12,"Trengove, Jackson",19y 159d,3 (2-0-1 66.67%),,←,
39,"Westhoff, Justin",23y 191d,53 (25-0-28 47.17%),78 (1.47),←,
Totals,Totals,24y 119d,1756 (900-9-847 51.25%),1400 (0.80),,
C,"Williams, Mark",51y 232d,261 (147-2-112 56.70%),,←,
