Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Ashcroft, Marcus",5,1,8,13,1,1.0,,3.0,,,,,2.0,2.0,,,,,,,,,
22,"Bain, David",21,4,7,28,2,,,2.0,,,,,1.0,2.0,,,,,,,,,
39,"Capper, Warwick",1,,,1,1,,1.0,,,,,,,1.0,,,,,,,,,
19,"Edwards, Bradley",6,3,7,13,,,8.0,1.0,,,,,1.0,3.0,,,,,,,,,
4,"Gastev, John",20,11,15,35,1,,,2.0,,,,,,,,,,,,,,,
38,"Gibson, Michael",14,5,11,25,,2.0,,,,,,,3.0,1.0,,,,,,,,,
5,"Hardie, Brad",15,3,3,18,1,4.0,,,,,,,4.0,4.0,,,,,,,,,
32,"Hart, Shaun",3,1,6,9,,,,1.0,,,,,,1.0,,,,,,,,,
41,"Kennedy, Matthew",5,,3,8,,,,1.0,,,,,,1.0,,,,,,,,,
17,"Leslie, Martin",5,4,15,20,,,,1.0,,,,,2.0,2.0,,,,,,,,,
7,"McIvor, Scott",8,3,11,19,,,,2.0,,,,,2.0,2.0,,,,,,,,,
31,"OKeeffe, David",11,6,11,22,,,,,,,,,2.0,1.0,,,,,,,,,
3,"Reynoldson, Steve",6,3,4,10,1,,2.0,,,,,,,1.0,,,,,,,,,
8,"Richardson, Michael",15,3,8,23,,2.0,,1.0,,,,,3.0,2.0,,,,,,,,,
27,"Roberts, Mark",8,4,9,17,,,2.0,1.0,,,,,1.0,,,,,,,,,,
29,"Taylor, Andrew",7,2,,7,,1.0,1.0,,,,,,,1.0,,,,,,,,,
46,"Wearne, David",13,3,6,19,,,,,,,,,,2.0,,,,,,,,,
48,"Windsor, Ray",6,,1,7,,1.0,,1.0,,,,,2.0,2.0,,,,,,,,,
37,"Withers, Mark",20,4,15,35,,,,1.0,,,,,2.0,3.0,,,,,,,,,
21,"Zanotti, Mark",13,3,5,18,,,,,,,,,5.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,202,63,145,347,7,12.0,14.0,17.0,,,,,30.0,31.0,,,,,,,,,
Opposition,Opposition,214,76,132,346,13,12.0,22.0,28.0,,,,,31.0,30.0,6.0,,,,,,,,
