Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
21,"Atkins, Rory",5,3,5,10,1,,,,,1.0,,,,,,3.0,8.0,,2.0,1.0,,,85.0
16,"Brown, Luke",2,,5,7,,,,1.0,1.0,1.0,,,,,,2.0,5.0,,,1.0,,,83.0
5,"Crouch, Matt",9,3,13,22,,,,4.0,2.0,2.0,1.0,2.0,2.0,1.0,,7.0,16.0,,,,1.0,,84.0
6,"Gibbs, Bryce",7,2,5,12,,,,2.0,2.0,,,3.0,,1.0,,4.0,7.0,,,,,,84.0
17,"Hamill, Will",1,2,5,6,,,,1.0,2.0,,,1.0,,,,,6.0,,,5.0,,,78.0
15,"Hartigan, Kyle",7,4,5,12,,,,1.0,3.0,,1.0,2.0,1.0,1.0,,5.0,7.0,,,7.0,,,84.0
34,"Himmelberg, Elliott",4,3,7,11,1,,,5.0,,1.0,1.0,1.0,2.0,,,4.0,6.0,1.0,,,,1.0,81.0
1,"Jones, Chayce",6,1,2,8,,,,4.0,1.0,2.0,2.0,4.0,1.0,1.0,,5.0,3.0,,,,,1.0,77.0
28,"Keays, Ben",8,2,4,12,,,,7.0,,1.0,3.0,4.0,,1.0,,8.0,3.0,,,2.0,,,85.0
8,"Kelly, Jake",6,4,2,8,,,,4.0,3.0,1.0,,,,,,4.0,5.0,,,5.0,,,96.0
3,"Knight, Riley",2,1,1,3,,,,5.0,,1.0,,2.0,,2.0,,1.0,2.0,,,,1.0,,77.0
29,"Laird, Rory",12,3,10,22,1,,,3.0,3.0,3.0,4.0,5.0,1.0,1.0,,9.0,13.0,,,,,,82.0
27,"Lynch, Tom",15,3,9,24,,,,1.0,2.0,5.0,2.0,4.0,,,,5.0,18.0,,1.0,2.0,,,86.0
23,"McAdam, Shane",8,5,2,10,2,2.0,,3.0,,2.0,,1.0,3.0,,,5.0,5.0,2.0,2.0,,,,80.0
36,"McPherson, Andrew",4,1,11,15,,,,2.0,1.0,,,3.0,,,,7.0,7.0,,,1.0,,,81.0
4,"Murphy, Lachlan",4,3,4,8,1,,,2.0,,1.0,,,,,,2.0,7.0,,,2.0,,,77.0
43,"OBrien, Reilly",5,2,7,12,,,17.0,8.0,1.0,2.0,2.0,2.0,3.0,2.0,,6.0,6.0,1.0,,1.0,,,78.0
11,"Seedsman, Paul",14,4,6,20,1,1.0,,3.0,3.0,5.0,,1.0,4.0,,,6.0,14.0,,,1.0,3.0,,91.0
33,"Smith, Brodie",9,3,3,12,,,,8.0,3.0,4.0,2.0,5.0,,1.0,,3.0,9.0,,,2.0,,,71.0
18,"Stengle, Tyson",5,2,8,13,,,,4.0,,3.0,2.0,4.0,2.0,3.0,,8.0,5.0,,,,,1.0,78.0
45,"Strachan, Kieran",1,,3,4,,,10.0,4.0,,,,2.0,2.0,2.0,,4.0,1.0,,,2.0,,,78.0
12,"Talia, Daniel",3,2,4,7,,,,1.0,2.0,1.0,,1.0,1.0,1.0,,4.0,2.0,1.0,,7.0,,,84.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,137,53,121,258,7,8.0,27.0,73.0,29.0,36.0,20.0,47.0,22.0,17.0,,102.0,155.0,5.0,5.0,39.0,5.0,3.0,
Opposition,Opposition,201,100,154,355,19,5.0,29.0,66.0,28.0,48.0,35.0,53.0,17.0,22.0,6.0,123.0,232.0,15.0,10.0,33.0,7.0,13.0,
