Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",17,3,11,28,2,1.0,,1.0,,,,,1.0,2.0,2.0,,,,,,,,
18,"Cameron, Leon",10,3,5,15,,1.0,,1.0,,,,,,,,,,,,,,,
3,"Campbell, Adrian",5,1,6,11,,,,,,,,,,1.0,,,,,,,,,
17,"Charles, Justin",5,3,2,7,,,10.0,2.0,,,,,2.0,2.0,,,,,,,,,
20,"Coleman, Glenn",8,6,5,13,1,,5.0,1.0,,,,,1.0,2.0,,,,,,,,,
4,"Davies, Darren",8,3,2,10,1,,,,,,,,,,,,,,,,,,
26,"Del-Re, Danny",15,9,4,19,3,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,
12,"Eppelstun, Greg",4,,11,15,,,,,,,,,1.0,1.0,,,,,,,,,
32,"Foster, Peter",10,4,5,15,,,,,,,,,2.0,1.0,,,,,,,,,
29,"Grant, Chris",6,2,3,9,4,,,,,,,,1.0,1.0,,,,,,,,,
43,"Hogg, Matthew",6,2,6,12,,,,2.0,,,,,2.0,1.0,,,,,,,,,
10,"Hunter, Mark",3,1,1,4,,,,1.0,,,,,1.0,,,,,,,,,,
21,"Kolyniuk, Steven",14,3,7,21,1,,,1.0,,,,,3.0,1.0,,,,,,,,,
39,"Liberatore, Tony",6,2,16,22,,,,4.0,,,,,1.0,5.0,,,,,,,,,
11,"McGuinness, Tony",17,4,4,21,3,2.0,,3.0,,,,,,1.0,,,,,,,,,
14,"Reynolds, Keenan",16,5,3,19,,,,,,,,,3.0,1.0,,,,,,,,,
33,"Royal, Brian",7,1,3,10,,2.0,,1.0,,,,,1.0,1.0,,,,,,,,,
16,"Wallace, Terry",21,5,10,31,,,,1.0,,,,,3.0,1.0,,,,,,,,,
24,"Wallis, Stephen",12,5,5,17,,,,,,,,,1.0,1.0,,,,,,,,,
28,"Williams, Mark",6,3,,6,2,2.0,,,,,,,,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,196,65,109,305,17,10.0,15.0,19.0,,,,,24.0,24.0,2.0,,,,,,,,
Opposition,Opposition,193,57,95,288,13,18.0,24.0,18.0,,,,,24.0,24.0,4.0,,,,,,,,
