Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",33y 44d,279 (166-0-113 59.50%),139 (0.50),←,
16,"Brown, Leigh",24y 73d,135 (55-1-79 41.11%),52 (0.39),72 (36-1-35 50.69%),32 (0.44)
24,"Firrito, Michael",22y 161d,47 (24-0-23 51.06%),10 (0.21),←,
38,"Gibson, Josh",22y 55d,4 (2-0-2 50.00%),,←,
6,"Grant, Shannon",29y 18d,243 (137-2-104 56.79%),278 (1.14),185 (105-1-79 57.03%),240 (1.30)
15,"Green, Kasey",26y 239d,60 (23-1-36 39.17%),12 (0.20),6 (2-0-4 33.33%),4 (0.67)
31,"Hale, David",21y 350d,43 (19-0-24 44.19%),19 (0.44),←,
39,"Harding, Leigh",25y 11d,76 (39-1-36 51.97%),109 (1.43),←,
4,"Harris, Daniel",23y 362d,75 (38-1-36 51.33%),26 (0.35),←,
29,"Harvey, Brent",27y 358d,200 (115-1-84 57.75%),235 (1.17),←,
2,"Hay, Jonathan",26y 267d,154 (67-1-86 43.83%),12 (0.08),5 (2-0-3 40.00%),
21,"Jones, Corey",25y 70d,87 (41-0-46 47.13%),105 (1.21),←,
40,"LeCras, Brent",24y 207d,5 (4-0-1 80.00%),1 (0.20),←,
1,"McIntosh, Hamish",21y 245d,5 (2-0-3 40.00%),3 (0.60),←,
37,"Perry, Joel",20y 323d,5 (1-0-4 20.00%),,←,
20,"Petrie, Drew",23y 204d,90 (44-1-45 49.44%),70 (0.78),←,
30,"Pratt, Daniel",23y 47d,25 (13-0-12 52.00%),2 (0.08),22 (12-0-10 54.55%),1 (0.05)
3,"Rawlings, Brady",24y 331d,117 (62-0-55 52.99%),49 (0.42),←,
7,"Simpson, Adam",30y 80d,229 (136-1-92 59.61%),68 (0.30),←,
9,"Sinclair, Jess",27y 254d,145 (56-1-88 38.97%),58 (0.40),95 (43-1-51 45.79%),32 (0.34)
23,"Thompson, Nathan",28y 82d,148 (70-1-77 47.64%),258 (1.74),29 (15-0-14 51.72%),66 (2.28)
8,"Wells, Daniel",21y 93d,68 (35-1-32 52.21%),43 (0.63),←,
Totals,Totals,25y 76d,2240 (1149-13-1078 51.29%),1549 (0.69),,
C,"Laidley, Dani",39y 41d,73 (36-1-36 50.00%),,←,
