Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
17,"Burns, Scott",30y 172d,192 (83-1-108 43.49%),115 (0.60),←,
10,"Caracella, Blake",28y 90d,172 (113-2-57 66.28%),211 (1.23),12 (4-0-8 33.33%),27 (2.25)
8,"Clement, James",28y 282d,184 (76-0-108 41.30%),47 (0.26),100 (50-0-50 50.00%),9 (0.09)
33,"Cloke, Cameron",20y 175d,16 (6-0-10 37.50%),11 (0.69),←,
32,"Cloke, Travis",18y 100d,8 (3-0-5 37.50%),8 (1.00),←,
4,"Didak, Alan",22y 118d,75 (40-0-35 53.33%),101 (1.35),←,
25,"Fraser, Josh",23y 159d,113 (57-0-56 50.44%),104 (0.92),←,
6,"Holland, Brodie",25y 161d,120 (50-0-70 41.67%),118 (0.98),84 (42-0-42 50.00%),81 (0.96)
18,"Licuria, Paul",27y 160d,150 (65-0-85 43.33%),46 (0.31),140 (63-0-77 45.00%),44 (0.31)
24,"Lockyer, Tarkyn",25y 226d,109 (49-0-60 44.95%),58 (0.53),←,
3,"Lonie, Ryan",22y 101d,89 (46-0-43 51.69%),46 (0.52),←,
27,"Maxwell, Nick",22y 10d,20 (10-0-10 50.00%),1 (0.05),←,
7,"Morrison, Chad",27y 76d,160 (81-1-78 50.94%),88 (0.55),12 (4-0-8 33.33%),1 (0.08)
11,"OBree, Shane",26y 90d,136 (66-0-70 48.53%),55 (0.40),117 (57-0-60 48.72%),52 (0.44)
35,"Prestigiacomo, Simon",27y 133d,151 (61-0-90 40.40%),3 (0.02),←,
9,"Rowe, Julian",20y 19d,19 (8-0-11 42.11%),7 (0.37),←,
28,"Rusling, Sean",18y 250d,3 (2-0-1 66.67%),2 (0.67),←,
22,"Shaw, Rhyce",23y 240d,51 (24-0-27 47.06%),9 (0.18),←,
36,"Swan, Dane",21y 108d,21 (10-0-11 47.62%),3 (0.14),←,
20,"Tarrant, Chris",24y 268d,135 (63-0-72 46.67%),254 (1.88),←,
14,"Wakelin, Shane",30y 305d,192 (93-2-97 48.96%),19 (0.10),98 (52-0-46 53.06%),
2,"Woewodin, Shane",28y 336d,193 (91-0-102 47.15%),90 (0.47),55 (27-0-28 49.09%),27 (0.49)
Totals,Totals,24y 262d,2309 (1097-6-1206 47.51%),1396 (0.60),,
C,"Malthouse, Mick",51y 300d,506 (285-4-217 56.72%),,128 (62-0-66 48.44%),
