Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
24,"Allan, Matthew",4,4,1,5,1,1.0,2.0,,,,,,,2.0,,,,,,,,,
8,"Bond, Troy",9,1,1,10,,1.0,,,,,,,,,,,,,,,,,
21,"Bradley, Craig",16,3,12,28,,1.0,,1.0,,,,,,1.0,,,,,,,,,
20,"Brown, Fraser",16,5,17,33,1,,,3.0,,,,,3.0,1.0,3.0,,,,,,,,
16,"Camporeale, Scott",5,3,6,11,,,,3.0,,,,,2.0,,,,,,,,,,
39,"Christou, Ang",15,2,3,18,,1.0,1.0,2.0,,,,,3.0,1.0,,,,,,,,,
6,"Clape, Matt",11,3,7,18,,1.0,,,,,,,3.0,2.0,,,,,,,,,
18,"Cook, James",,,,,,,,,,,,,,,,,,,,,,,
13,"Hanna, Mil",9,5,7,16,,1.0,,,,,,,1.0,1.0,,,,,,,,,
17,"Heaver, Brent",4,1,4,8,,1.0,,,,,,,,1.0,,,,,,,,,
43,"Koutoufides, Anthony",11,7,7,18,1,,,,,,,,,2.0,,,,,,,,,
44,"Madden, Justin",7,7,3,10,,1.0,12.0,1.0,,,,,,2.0,,,,,,,,,
22,"Manton, Glenn",4,1,16,20,,,,1.0,,,,,1.0,1.0,,,,,,,,,
5,"McKay, Andrew",6,2,7,13,,,,1.0,,,,,,1.0,,,,,,,,,
19,"Pearce, Brad",9,4,4,13,4,3.0,,,,,,,,1.0,,,,,,,,,
7,"Ratten, Brett",10,,10,20,,1.0,,2.0,,,,,,1.0,,,,,,,,,
23,"Rice, Dean",14,5,4,18,2,3.0,,,,,,,2.0,2.0,2.0,,,,,,,,
14,"Sexton, Michael",7,6,4,11,,,,,,,,,1.0,1.0,,,,,,,,,
11,"Spalding, Earl",10,6,8,18,,1.0,,3.0,,,,,3.0,,,,,,,,,,
32,"Whitehead, Adrian",3,,8,11,,1.0,,1.0,,,,,,,,,,,,,,,
2,"Williams, Greg",11,6,10,21,2,1.0,,2.0,,,,,3.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,181,71,139,320,11,19.0,15.0,20.0,,,,,22.0,21.0,5.0,,,,,,,,
Opposition,Opposition,163,55,110,273,10,11.0,12.0,32.0,,,,,21.0,22.0,1.0,,,,,,,,
