Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
20,"Akermanis, Jason",8,2,,8,2,1.0,,2.0,,,,,,2.0,,,,,,,,,
10,"Ashcroft, Marcus",11,5,5,16,,1.0,,1.0,,,,,1.0,,,,,,,,,,
17,"Bartlett, Trent",,,1,1,,,,,,,,,,,,,,,,,,,
25,"Bews, Andrew",14,3,5,19,,,,,,,,,1.0,1.0,,,,,,,,,
1,"Champion, Richard",5,3,3,8,,,,3.0,,,,,1.0,1.0,,,,,,,,,
16,"Clarke, Matthew",6,2,4,10,,,21.0,,,,,,2.0,1.0,,,,,,,,,
6,"Fletcher, Adrian",17,5,13,30,,,,1.0,,,,,2.0,1.0,,,,,,,,,
8,"Gowers, Andrew",7,3,7,14,,,1.0,1.0,,,,,3.0,,,,,,,,,,
32,"Hart, Shaun",16,4,6,22,,,,1.0,,,,,1.0,1.0,,,,,,,,,
27,"Keating, Clark",1,1,2,3,,,2.0,,,,,,,,,,,,,,,,
41,"Kennedy, Matthew",10,5,3,13,,,,,,,,,,,,,,,,,,,
18,"Lambert, Craig",17,3,13,30,1,,,4.0,,,,,3.0,2.0,1.0,,,,,,,,
44,"Lappin, Nigel",9,1,3,12,,,,,,,,,,,,,,,,,,,
11,"Lynch, Alastair",11,6,2,13,3,3.0,,,,,,,2.0,5.0,,,,,,,,,
42,"Lynch, Tristan",9,6,3,12,,,,4.0,,,,,1.0,,,,,,,,,,
2,"McAdam, Gilbert",9,3,4,13,1,1.0,,,,,,,,,,,,,,,,,
4,"McRae, Craig",9,1,4,13,1,2.0,,1.0,,,,,2.0,,,,,,,,,,
24,"Merrett, Roger",,1,2,2,,,,,,,,,,,,,,,,,,,
22,"Scott, Chris",17,4,4,21,,,,2.0,,,,,3.0,1.0,,,,,,,,,
3,"Voss, Michael",17,5,7,24,2,,,3.0,,,,,1.0,2.0,,,,,,,,,
33,"White, Darryl",8,4,6,14,4,,1.0,,,,,,,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,201,67,97,298,14,10.0,25.0,23.0,,,,,23.0,18.0,1.0,,,,,,,,
Opposition,Opposition,207,73,107,314,15,12.0,36.0,31.0,,,,,18.0,23.0,5.0,,,,,,,,
