Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
29,"Ablett, Gary",17y 334d,3 (1-0-2 33.33%),1 (0.33),←,
3,"Bartel, Jimmy",18y 130d,3 (1-0-2 33.33%),1 (0.33),←,
8,"Burns, Ronnie",29y 31d,118 (61-2-55 52.54%),226 (1.92),←,
14,"Clarke, David",21y 333d,60 (26-1-33 44.17%),37 (0.62),←,
11,"Corey, Joel",20y 55d,22 (9-0-13 40.91%),7 (0.32),←,
44,"Enright, Corey",20y 211d,20 (7-0-13 35.00%),7 (0.35),←,
23,"Foster, Daniel",20y 52d,8 (1-1-6 18.75%),,←,
7,"Graham, Ben",28y 162d,155 (88-1-66 57.10%),73 (0.47),←,
2,"Harley, Tom",23y 269d,58 (28-1-29 49.14%),4 (0.07),57 (27-1-29 48.25%),3 (0.05)
41,"Hunt, Josh",20y 30d,7 (3-0-4 42.86%),,←,
13,"Kilpatrick, Glenn",29y 227d,135 (72-1-62 53.70%),35 (0.26),109 (58-1-50 53.67%),31 (0.28)
1,"King, Steven",23y 142d,105 (50-1-54 48.10%),49 (0.47),←,
18,"Kingsley, Kent",23y 199d,31 (19-0-12 61.29%),37 (1.19),19 (8-0-11 42.11%),27 (1.42)
45,"Ling, Cameron",21y 45d,26 (13-1-12 51.92%),14 (0.54),←,
24,"Lord, Aaron",26y 266d,128 (64-2-62 50.78%),158 (1.23),35 (24-1-10 70.00%),22 (0.63)
31,"Mensch, David",29y 242d,158 (93-1-64 59.18%),173 (1.09),←,
21,"Mooney, Cameron",22y 199d,31 (19-0-12 61.29%),14 (0.45),20 (9-0-11 45.00%),12 (0.60)
15,"Riccardi, Peter",29y 117d,202 (115-2-85 57.43%),199 (0.99),←,
33,"Rooke, Max",20y 115d,2 (1-0-1 50.00%),1 (0.50),←,
27,"Sanderson, Brenton",28y 45d,150 (75-2-73 50.67%),29 (0.19),140 (73-2-65 52.86%),24 (0.17)
30,"Scarlett, Matthew",22y 312d,50 (26-0-24 52.00%),5 (0.10),←,
12,"Sholl, Brad",29y 154d,157 (85-2-70 54.78%),44 (0.28),155 (85-2-68 55.48%),44 (0.28)
Totals,Totals,23y 349d,1629 (857-18-754 52.61%),1114 (0.68),,
C,"Thompson, Mark",38y 145d,48 (22-1-25 46.88%),,←,
