Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
44,"Bandy, Daniel",21y 236d,31 (13-0-18 41.94%),29 (0.94),←,
21,"Black, Heath",18y 45d,11 (5-0-6 45.45%),5 (0.45),←,
24,"Burton, Matthew",27y 54d,38 (15-0-23 39.47%),16 (0.42),←,
42,"Callaghan, Craig",21y 125d,42 (13-0-29 30.95%),27 (0.64),←,
46,"Carroll, Trent",19y 75d,6 (2-0-4 33.33%),,←,
31,"Clement, James",20y 311d,27 (10-0-17 37.04%),4 (0.15),←,
19,"Dhurrkay, Gary",23y 130d,34 (13-0-21 38.24%),40 (1.18),←,
37,"Gale, Mark",21y 66d,14 (5-0-9 35.71%),4 (0.29),←,
3,"Harding, Greg",20y 298d,31 (13-0-18 41.94%),1 (0.03),←,
14,"Hunter, Kingsley",22y 46d,23 (8-0-15 34.78%),50 (2.17),←,
11,"Kickett, Dale",29y 69d,102 (45-0-57 44.12%),47 (0.46),56 (22-0-34 39.29%),7 (0.13)
36,"Leach, Quenton",24y 326d,47 (18-0-29 38.30%),24 (0.51),←,
9,"Mann, Peter",26y 308d,90 (36-0-54 40.00%),81 (0.90),51 (18-0-33 35.29%),69 (1.35)
43,"McGovern, Andrew",29y 96d,58 (20-1-37 35.34%),8 (0.14),38 (16-0-22 42.11%),1 (0.03)
12,"Merillo, Jamie",24y 227d,14 (4-0-10 28.57%),2 (0.14),←,
45,"Mitchell, Gavin",24y 196d,32 (12-0-20 37.50%),16 (0.50),←,
10,"OReilly, Stephen",24y 245d,93 (41-0-52 44.09%),9 (0.10),57 (20-0-37 35.09%),4 (0.07)
23,"Parker, Shane",24y 144d,38 (15-0-23 39.47%),3 (0.08),←,
40,"Sinclair, Jess",18y 320d,3 (0-0-3 0.00%),2 (0.67),←,
1,"Toia, Luke",19y 231d,26 (10-0-16 38.46%),20 (0.77),←,
4,"Wills, Andrew",25y 190d,103 (59-0-44 57.28%),98 (0.95),44 (19-0-25 43.18%),55 (1.25)
Totals,Totals,23y 91d,863 (357-1-505 41.37%),486 (0.56),,
C,"Neesham, Gerard",42y 213d,59 (22-0-37 37.29%),,←,
