Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
42,"Arnott, Simon",3,1,1.0,4,,,,,,,,,,,,,,,,,,,
27,"Chapman, Wade",9,1,4.0,13,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,
23,"Crawford, Justin",4,1,2.0,6,,,,,,,,,1.0,1.0,,,,,,,,,
8,"Cresswell, Daryn",20,7,11.0,31,,,,2.0,,,,,4.0,2.0,,,,,,,,,
6,"Dunkley, Andrew",6,4,7.0,13,,,,,,,,,,3.0,,,,,,,,,
12,"Dyson, Kevin",19,9,8.0,27,,,,4.0,,,,,1.0,1.0,2.0,,,,,,,,
10,"Filandia, Peter",15,7,6.0,21,,,,3.0,,,,,1.0,1.0,,,,,,,,,
9,"Grant, Shannon",15,5,8.0,23,,,,,,,,,,,,,,,,,,,
14,"Kelly, Paul",10,1,7.0,17,,,,3.0,,,,,2.0,4.0,,,,,,,,,
24,"Kickett, Derek",11,5,4.0,15,1.0,2.0,,1.0,,,,,4.0,,,,,,,,,,
4,"Lockett, Tony",7,6,2.0,9,3.0,4.0,,1.0,,,,,1.0,4.0,,,,,,,,,
34,"Luff, Troy",9,11,5.0,14,,1.0,1.0,2.0,,,,,3.0,2.0,,,,,,,,,
11,"Maxfield, Stuart",10,4,3.0,13,1.0,,,,,,,,,1.0,,,,,,,,,
32,"McPherson, Daniel",19,11,4.0,23,1.0,,,2.0,,,,,1.0,2.0,,,,,,,,,
36,"Nicks, Matthew",3,1,,3,,,,1.0,,,,,2.0,1.0,,,,,,,,,
5,"OBrien, Craig",11,6,4.0,15,6.0,1.0,,3.0,,,,,1.0,4.0,3.0,,,,,,,,
19,"OLoughlin, Michael",7,7,5.0,12,,1.0,,2.0,,,,,,3.0,,,,,,,,,
16,"Rocca, Anthony",3,2,,3,1.0,,3.0,,,,,,,,,,,,,,,,
1,"Roos, Paul",8,5,10.0,18,,,1.0,1.0,,,,,2.0,1.0,,,,,,,,,
7,"Seymour, Brad",10,5,6.0,16,,,,3.0,,,,,2.0,1.0,,,,,,,,,
15,"Stafford, Greg",18,11,6.0,24,,,8.0,1.0,,,,,1.0,2.0,,,,,,,,,
Totals,Totals,217,110,103.0,320,13.0,10.0,13.0,30.0,,,,,27.0,34.0,5.0,,,,,,,,
Opposition,Opposition,184,64,103.0,287,11.0,10.0,20.0,33.0,,,,,34.0,27.0,1.0,,,,,,,,
