Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
15,"Banik, Anthony",18y 199d,35 (10-0-25 28.57%),,←,
31,"Bower, Brendan",25y,92 (29-0-63 31.52%),19 (0.21),←,
16,"Cloke, David",36y 188d,330 (185-2-143 56.36%),315 (0.95),216 (121-2-93 56.48%),264 (1.22)
30,"Free, Tony",22y 38d,68 (21-0-47 30.88%),23 (0.34),←,
25,"Gale, Brendon",23y 17d,40 (12-0-28 30.00%),37 (0.93),←,
24,"Goodwin, Andy",28y 36d,53 (16-0-37 30.19%),9 (0.17),←,
34,"Hogg, Jeff",24y 293d,104 (31-0-73 29.81%),190 (1.83),←,
33,"Knights, Matthew",20y 303d,64 (19-0-45 29.69%),42 (0.66),←,
4,"Lambert, Craig",22y 303d,79 (22-0-57 27.85%),31 (0.39),←,
7,"Mitchell, Michael",29y 252d,79 (23-0-56 29.11%),102 (1.29),←,
39,"Mrakov, John",22y 260d,10 (3-0-7 30.00%),,7 (2-0-5 28.57%),
6,"Naish, Chris",19y 311d,22 (6-0-16 27.27%),36 (1.64),←,
22,"Nichols, Trent",22y 119d,56 (16-0-40 28.57%),46 (0.82),←,
9,"Pickering, Justin",24y 2d,59 (18-0-41 30.51%),54 (0.92),←,
21,"Powell, Tim",23y 112d,46 (13-0-33 28.26%),33 (0.72),←,
32,"Ryan, Des",23y 302d,54 (17-0-37 31.48%),29 (0.54),←,
43,"Scott, Allister",20y 41d,8 (1-0-7 12.50%),9 (1.13),←,
17,"Smith, Craig",24y 189d,59 (14-0-45 23.73%),16 (0.27),←,
41,"Turner, Scott",21y 65d,19 (5-0-14 26.32%),6 (0.32),←,
3,"Weightman, Dale",31y 305d,248 (112-2-134 45.56%),324 (1.31),←,
Totals,Totals,24y 94d,1525 (573-4-948 37.57%),1321 (0.87),,
C,"Bartlett, Kevin",44y 151d,85 (25-0-60 29.41%),,←,
