Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
47,"Angwin, Laurence",8,3,2,10,2,1.0,1.0,,,1.0,1.0,7.0,1.0,3.0,,4.0,6.0,,2.0,1.0,,,78.0
29,"Beaumont, Simon",17,10,8,25,,,,3.0,4.0,3.0,1.0,3.0,,2.0,,4.0,20.0,1.0,,1.0,,,100.0
16,"Camporeale, Scott",21,4,5,26,1,,,,4.0,5.0,3.0,2.0,,,,6.0,19.0,,,1.0,1.0,2.0,100.0
25,"Fevola, Brendan",9,6,2,11,5,1.0,1.0,1.0,,2.0,,,2.0,,,5.0,5.0,1.0,5.0,,,,100.0
14,"Fisher, Brad",,,,,,,,,,,,1.0,,1.0,,,,,,,,,27.0
31,"Fletcher, Simon",9,6,6,15,,,,1.0,3.0,2.0,,2.0,,,,6.0,9.0,1.0,,2.0,1.0,,82.0
45,"Franchina, Anthony",6,,1,7,,,,5.0,,2.0,2.0,3.0,,2.0,,3.0,4.0,,,1.0,1.0,1.0,100.0
11,"French, Barnaby",6,10,9,15,,1.0,14.0,3.0,2.0,1.0,3.0,3.0,4.0,2.0,,13.0,3.0,7.0,1.0,5.0,,,94.0
33,"Houlihan, Ryan",17,8,14,31,,1.0,,1.0,2.0,6.0,5.0,2.0,,1.0,,10.0,20.0,,1.0,1.0,1.0,2.0,100.0
27,"Hulme, Darren",6,5,9,15,,,,2.0,,1.0,1.0,2.0,1.0,2.0,,4.0,11.0,,,1.0,,1.0,83.0
43,"Koutoufides, Anthony",5,1,9,14,1,,,3.0,1.0,1.0,3.0,2.0,,1.0,,8.0,6.0,,,,,,100.0
12,"Lappin, Matthew",14,8,5,19,,,,,5.0,4.0,3.0,2.0,1.0,,,8.0,10.0,1.0,,2.0,5.0,,100.0
4,"Livingston, Luke",2,,,2,,,,,1.0,,,1.0,,1.0,,1.0,1.0,,,5.0,,,52.0
22,"Manton, Glenn",2,,2,4,,,,1.0,,,,2.0,,,,1.0,2.0,,,1.0,,,55.0
41,"McCormick, Jonathon",8,2,15,23,,,,4.0,,7.0,4.0,1.0,1.0,,,10.0,12.0,,,2.0,1.0,,91.0
5,"McKay, Andrew",7,2,9,16,,,1.0,1.0,4.0,2.0,1.0,2.0,,1.0,,3.0,13.0,,,5.0,3.0,,100.0
2,"McKernan, Corey",5,3,3,8,,1.0,7.0,,,1.0,,5.0,,2.0,,3.0,4.0,2.0,2.0,,1.0,,92.0
28,"Prendergast, Ian",10,6,4,14,,1.0,3.0,2.0,,4.0,,3.0,2.0,,,4.0,10.0,1.0,1.0,,,1.0,76.0
36,"Sporn, Trent",4,2,3,7,,,,3.0,2.0,2.0,,1.0,2.0,,,4.0,4.0,2.0,,1.0,,,84.0
32,"Thornton, Bret",7,3,1,8,,,,,3.0,,,,,,,5.0,2.0,1.0,,4.0,1.0,,82.0
30,"Waite, Jarrad",2,,4,6,,,,,,1.0,,4.0,,2.0,,5.0,3.0,,,1.0,2.0,,61.0
34,"Wiggins, Simon",3,1,2,5,,,,5.0,2.0,,,,1.0,,,4.0,1.0,,,,,,43.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,168,80,113,281,9,9.0,27.0,35.0,33.0,45.0,27.0,48.0,15.0,20.0,,111.0,165.0,17.0,12.0,34.0,17.0,7.0,
Opposition,Opposition,242,125,109,351,28,19.0,30.0,36.0,31.0,69.0,41.0,35.0,20.0,15.0,6.0,141.0,211.0,24.0,21.0,57.0,24.0,12.0,
