Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",28y 126d,194 (123-0-71 63.40%),110 (0.57),←,
12,"Blakey, John",35y 4d,341 (184-0-157 53.96%),107 (0.31),206 (132-0-74 64.08%),69 (0.33)
22,"Burton, Matthew",31y 70d,109 (43-0-66 39.45%),46 (0.42),39 (21-0-18 53.85%),14 (0.36)
18,"Carey, Wayne",30y 62d,240 (151-0-89 62.92%),664 (2.77),←,
23,"Clayton, Shane",22y 277d,82 (44-0-38 53.66%),30 (0.37),64 (42-0-22 65.63%),29 (0.45)
45,"Cochrane, Stuart",23y 8d,29 (14-0-15 48.28%),5 (0.17),←,
6,"Grant, Shannon",24y 100d,148 (92-1-55 62.50%),169 (1.14),90 (60-0-30 66.67%),131 (1.46)
39,"Harding, Leigh",20y 93d,1 (0-0-1 0.00%),1 (1.00),←,
14,"Harris, Daniel",19y 79d,8 (1-0-7 12.50%),1 (0.13),←,
29,"Harvey, Brent",23y 75d,104 (69-0-35 66.35%),115 (1.11),←,
35,"Makepeace, Troy",22y 144d,34 (19-0-15 55.88%),10 (0.29),←,
5,"McCartney, Jason",27y 136d,162 (91-0-71 56.17%),53 (0.33),87 (57-0-30 65.52%),5 (0.06)
31,"McKernan, Corey",27y 221d,177 (118-0-59 66.67%),230 (1.30),←,
32,"Morrell, Digby",21y 291d,7 (3-0-4 42.86%),5 (0.71),←,
44,"Motlop, Shannon",22y 344d,37 (24-0-13 64.86%),21 (0.57),←,
28,"Pickett, Byron",23y 351d,93 (61-0-32 65.59%),34 (0.37),←,
3,"Rawlings, Brady",20y 48d,34 (24-0-10 70.59%),14 (0.41),←,
26,"Rocca, Saverio",27y 250d,172 (77-2-93 45.35%),555 (3.23),16 (7-0-9 43.75%),41 (2.56)
7,"Simpson, Adam",25y 162d,131 (89-0-42 67.94%),43 (0.33),←,
9,"Sinclair, Jess",22y 336d,63 (18-0-45 28.57%),34 (0.54),13 (5-0-8 38.46%),8 (0.62)
40,"Teague, David",20y 84d,5 (3-0-2 60.00%),1 (0.20),←,
36,"Watt, Shannon",20y 244d,20 (11-0-9 55.00%),3 (0.15),←,
Totals,Totals,24y 209d,2191 (1259-3-929 57.46%),2251 (1.03),,
C,"Pagan, Denis",53y 307d,212 (137-0-75 64.62%),,←,
