Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
7,"Adcock, Jed",29y 232d,197 (77-2-118 39.59%),46 (0.23),←,
4,"Aish, James",19y 239d,29 (8-0-21 27.59%),7 (0.24),←,
31,"Andrews, Harris",18y 206d,10 (2-0-8 20.00%),3 (0.30),←,
9,"Beams, Dayne",25y 143d,123 (78-2-43 64.23%),126 (1.02),13 (2-0-11 15.38%),8 (0.62)
48,"Beasley, Hugh",19y 235d,4 (0-0-4 0.00%),,←,
8,"Bewick, Rohan",25y 268d,73 (26-0-47 35.62%),54 (0.74),←,
45,"Bourke, Jordon",20y 236d,5 (0-0-5 0.00%),2 (0.40),←,
3,"Christensen, Allen",24y 47d,78 (51-0-27 65.38%),67 (0.86),13 (2-0-11 15.38%),11 (0.85)
42,"Clarke, Justin",21y 229d,49 (16-0-33 32.65%),1 (0.02),←,
27,"Gardiner, Darcy",19y 286d,24 (8-0-16 33.33%),3 (0.13),←,
6,"Green, Josh",22y 315d,67 (26-0-41 38.81%),91 (1.36),←,
35,"Lester, Ryan",22y 313d,61 (23-0-38 37.70%),20 (0.33),←,
23,"Leuenberger, Matthew",27y 28d,104 (35-1-68 34.13%),27 (0.26),←,
32,"Mayes, Sam",21y 46d,44 (17-0-27 38.64%),23 (0.52),←,
25,"McStay, Daniel",20y 11d,20 (6-0-14 30.00%),21 (1.05),←,
22,"Paparone, Marco",20y 305d,36 (9-0-27 25.00%),13 (0.36),←,
30,"Redden, Jack",24y 208d,122 (43-1-78 35.66%),51 (0.42),←,
10,"Rich, Daniel",25y 28d,114 (42-1-71 37.28%),76 (0.67),←,
5,"Robinson, Mitch",26y 28d,113 (53-1-59 47.35%),64 (0.57),13 (2-0-11 15.38%),6 (0.46)
14,"Staker, Brent",31y 43d,157 (80-1-76 51.27%),119 (0.76),47 (16-0-31 34.04%),35 (0.74)
28,"Taylor, Lewis",20y 138d,35 (9-0-26 25.71%),20 (0.57),←,
15,"Zorko, Dayne",26y 146d,72 (27-0-45 37.50%),70 (0.97),←,
Totals,Totals,23y 120d,1537 (636-9-892 41.38%),904 (0.59),,
C,"Leppitsch, Justin",39y 277d,35 (9-0-26 25.71%),,←,
