Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
3,"Bartram, Clint",7,1,6,13,,,,3.0,1.0,1.0,,1.0,1.0,,,2.0,11.0,,,1.0,2.0,,90.0
6,"Bate, Matthew",3,3,7,10,1,,,1.0,,,,,,,,7.0,3.0,2.0,2.0,3.0,,,92.0
32,"Bruce, Cameron",13,8,13,26,,,,2.0,3.0,2.0,1.0,1.0,,1.0,,7.0,19.0,1.0,,4.0,,,88.0
14,"Dunn, Lynden",16,10,1,17,3,1.0,,3.0,,10.0,2.0,4.0,2.0,1.0,,7.0,8.0,4.0,1.0,,,1.0,86.0
8,"Frawley, James",12,4,8,20,,1.0,,,8.0,2.0,,1.0,,1.0,,3.0,15.0,,,7.0,1.0,,96.0
20,"Garland, Colin",10,5,7,17,,,,2.0,6.0,,,3.0,,2.0,,6.0,8.0,1.0,,6.0,,,87.0
18,"Green, Brad",15,11,3,18,5,1.0,,5.0,,3.0,,1.0,,,,6.0,12.0,2.0,7.0,1.0,,,99.0
40,"Jamar, Mark",5,5,7,12,,,35.0,1.0,,1.0,4.0,,1.0,,,7.0,5.0,1.0,,3.0,,,85.0
2,"Jones, Nathan",6,2,3,9,,1.0,,1.0,1.0,1.0,1.0,,,,,2.0,7.0,,,,,,57.0
24,"Jurrah, Liam",9,3,3,12,5,,,1.0,,3.0,1.0,1.0,1.0,1.0,,7.0,5.0,1.0,3.0,3.0,1.0,1.0,85.0
28,"Macdonald, Joel",8,2,11,19,,,,2.0,4.0,,1.0,,,,,12.0,7.0,,,4.0,,,82.0
23,"McDonald, James",16,7,10,26,,,,12.0,,7.0,8.0,6.0,2.0,4.0,,13.0,13.0,,,3.0,,1.0,75.0
13,"McKenzie, Jordie",10,4,7,17,,,,7.0,1.0,3.0,2.0,1.0,2.0,,,5.0,11.0,,,1.0,,1.0,65.0
22,"Moloney, Brent",7,,12,19,,1.0,,3.0,1.0,3.0,3.0,5.0,,2.0,,10.0,9.0,,,1.0,,,80.0
10,"Morton, Cale",14,10,9,23,1,1.0,1.0,3.0,1.0,3.0,,4.0,1.0,1.0,,9.0,14.0,4.0,1.0,5.0,,,86.0
29,"Newton, Michael",5,3,2,7,,1.0,1.0,2.0,1.0,,1.0,1.0,,1.0,,1.0,6.0,,1.0,2.0,,,50.0
27,"Rivers, Jared",8,7,2,10,,,,2.0,,,,2.0,,1.0,,6.0,4.0,4.0,,8.0,,,96.0
31,"Scully, Tom",12,7,16,28,,,1.0,4.0,,3.0,4.0,3.0,1.0,,,9.0,19.0,,,,3.0,1.0,88.0
12,"Sylvia, Colin",20,7,2,22,,,1.0,1.0,2.0,11.0,2.0,2.0,,1.0,,5.0,18.0,,,1.0,4.0,3.0,89.0
9,"Trengove, Jack",8,3,7,15,,1.0,,2.0,1.0,3.0,,2.0,2.0,,,6.0,9.0,1.0,1.0,2.0,,1.0,75.0
4,"Watts, Jack",9,8,3,12,,,,1.0,1.0,4.0,1.0,2.0,1.0,1.0,,2.0,10.0,1.0,,2.0,,,77.0
33,"Wonaeamirri, Austin",4,1,3,7,,2.0,,5.0,,,,,2.0,,,3.0,4.0,,,,,,73.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,217,111,142,359,15,13.0,39.0,63.0,31.0,60.0,31.0,40.0,16.0,17.0,,135.0,217.0,22.0,16.0,57.0,11.0,9.0,
Opposition,Opposition,188,85,242,430,17,11.0,26.0,54.0,40.0,53.0,27.0,31.0,17.0,16.0,6.0,138.0,293.0,13.0,9.0,57.0,24.0,11.0,
