Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
13,"Ah Chee, Callum",18y 225d,6 (2-0-4 33.33%),4 (0.67),←,
31,"Brooksby, Keegan",26y 24d,6 (1-0-5 16.67%),3 (0.50),←,
15,"Currie, Daniel",27y 96d,8 (3-0-5 37.50%),5 (0.63),4 (0-0-4 0.00%),2 (0.50)
39,"Davis, Ryan",26y 349d,20 (6-0-14 30.00%),7 (0.35),6 (3-0-3 50.00%),3 (0.50)
12,"Day, Sam",23y 258d,87 (26-1-60 30.46%),55 (0.63),←,
2,"Grant, Jarrad",26y 320d,86 (42-0-44 48.84%),90 (1.05),5 (0-0-5 0.00%),7 (1.40)
5,"Harbrow, Jarrod",27y 308d,172 (69-2-101 40.70%),49 (0.28),102 (29-1-72 28.92%),28 (0.27)
28,"Kolodjashnij, Kade",20y 286d,48 (13-1-34 28.13%),10 (0.21),←,
23,"Lemmens, Sean",21y 201d,45 (15-1-29 34.44%),7 (0.16),←,
37,"Lonergan, Jesse",21y 189d,40 (11-1-28 28.75%),4 (0.10),←,
19,"Lynch, Tom",23y 203d,89 (25-1-63 28.65%),156 (1.75),←,
44,"Macpherson, Darcy",18y 205d,3 (0-0-3 0.00%),1 (0.33),←,
7,"Malceski, Nick",31y 280d,201 (122-3-76 61.44%),73 (0.36),25 (6-1-18 26.00%),6 (0.24)
4,"Martin, Jack",21y 113d,32 (10-1-21 32.81%),31 (0.97),←,
32,"Matera, Brandon",24y 71d,78 (23-1-54 30.13%),86 (1.10),←,
10,"Prestia, Dion",23y 222d,89 (24-0-65 26.97%),28 (0.31),←,
35,"Rischitelli, Michael",30y 134d,205 (74-3-128 36.83%),87 (0.42),94 (25-0-69 26.60%),40 (0.43)
8,"Russell, Luke",24y 118d,72 (17-1-54 24.31%),29 (0.40),←,
20,"Schade, Henry",22y 226d,19 (4-1-14 23.68%),,←,
26,"Shaw, Matt",24y 106d,89 (23-1-65 26.40%),31 (0.35),←,
48,"Tape, Seb",23y 289d,38 (5-0-33 13.16%),1 (0.03),←,
30,"Wright, Peter",19y 256d,7 (0-0-7 0.00%),9 (1.29),←,
Totals,Totals,24y 21d,1440 (515-18-907 35.76%),766 (0.53),,
C,"Eade, Rodney",58y 47d,345 (176-5-164 51.74%),,31 (7-1-23 24.19%),
