Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
15,"Allan, Ben",24y 205d,60 (40-0-20 66.67%),40 (0.67),←,
7,"Ayres, Gary",32y 222d,257 (188-1-68 73.35%),69 (0.27),←,
29,"Baxter, Darren",28y 50d,133 (66-3-64 50.75%),28 (0.21),4 (3-0-1 75.00%),
5,"Collins, Andrew",28y 13d,130 (95-0-35 73.08%),31 (0.24),←,
3,"Condon, Anthony",25y 153d,87 (63-0-24 72.41%),33 (0.38),←,
26,"Cooper, Paul",25y 32d,33 (23-0-10 69.70%),3 (0.09),←,
9,"Crawford, Shane",18y 241d,6 (4-0-2 66.67%),6 (1.00),←,
14,"Dear, Greg",30y 21d,132 (100-0-32 75.76%),18 (0.14),←,
13,"Dear, Paul",26y 131d,78 (55-0-23 70.51%),62 (0.79),←,
19,"Dunstall, Jason",28y 267d,174 (134-0-40 77.01%),822 (4.72),←,
16,"Gowers, Andrew",24y 27d,51 (37-0-14 72.55%),27 (0.53),←,
6,"Hall, Tony",28y 234d,83 (65-0-18 78.31%),131 (1.58),←,
17,"Hudson, Paul",22y 292d,58 (42-0-16 72.41%),117 (2.02),←,
11,"Jarman, Darren",26y 100d,53 (36-0-17 67.92%),77 (1.45),←,
1,"Jencke, Ray",27y 44d,123 (88-0-35 71.54%),24 (0.20),←,
24,"Langford, Chris",30y 126d,223 (167-1-55 75.11%),31 (0.14),←,
12,"Lawrence, Stephen",24y 16d,72 (49-0-23 68.06%),17 (0.24),←,
20,"Maginness, Scott",26y 279d,86 (62-0-24 72.09%),5 (0.06),←,
44,"Platten, John",30y 52d,164 (121-0-43 73.78%),170 (1.04),←,
18,"Pritchard, Darrin",27y 48d,132 (97-0-35 73.48%),72 (0.55),←,
Totals,Totals,26y 274d,2135 (1532-5-598 71.76%),1783 (0.84),,
C,"Joyce, Alan",50y 199d,78 (58-0-20 74.36%),,←,
