Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
29,"Ambrose, Patrick",24y 334d,46 (16-1-29 35.87%),20 (0.43),←,
24,"Bird, Craig",27y 192d,151 (85-2-64 56.95%),58 (0.38),14 (0-0-14 0.00%),2 (0.14)
17,"Cooney, Adam",30y 305d,247 (108-2-137 44.13%),200 (0.81),28 (4-0-24 14.29%),14 (0.50)
6,"Daniher, Joe",22y 149d,66 (21-1-44 32.58%),99 (1.50),←,
49,"Dea, Matt",24y 292d,48 (14-1-33 30.21%),1 (0.02),17 (1-0-16 5.88%),
15,"Dempsey, Courtenay",28y 338d,131 (52-3-76 40.84%),34 (0.26),←,
13,"Fantasia, Orazio",20y 321d,25 (3-1-21 14.00%),27 (1.08),←,
10,"Francis, Aaron",18y 356d,2 (0-0-2 0.00%),,←,
8,"Gleeson, Martin",21y 341d,47 (10-1-36 22.34%),4 (0.09),←,
9,"Goddard, Brendon",31y 72d,287 (158-4-125 55.75%),152 (0.53),82 (32-1-49 39.63%),48 (0.59)
41,"Hams, Will",22y 17d,13 (2-0-11 15.38%),4 (0.31),←,
36,"Hartley, Michael",23y 54d,15 (1-0-14 6.67%),1 (0.07),←,
30,"Langford, Kyle",19y 243d,23 (3-0-20 13.04%),12 (0.52),←,
33,"Laverde, Jayden",20y 110d,14 (2-0-12 14.29%),12 (0.86),←,
22,"Leuenberger, Matthew",28y 54d,124 (36-1-87 29.44%),29 (0.23),16 (1-0-15 6.25%),2 (0.13)
43,"McDonald-Tipungwuti, Anthony",23y 100d,17 (1-0-16 5.88%),4 (0.24),←,
45,"McKenna, Conor",20y 125d,10 (1-0-9 10.00%),2 (0.20),←,
7,"Merrett, Zach",20y 302d,55 (17-1-37 31.82%),21 (0.38),←,
56,"Michael, Sam",23y 26d,5 (0-0-5 0.00%),,2 (0-0-2 0.00%),
3,"Parish, Darcy",19y 6d,17 (1-0-16 5.88%),6 (0.35),←,
50,"Polkinghorne, James",27y 192d,99 (36-1-62 36.87%),54 (0.55),5 (0-0-5 0.00%),1 (0.20)
11,"Zaharakis, David",26y 161d,143 (62-2-79 44.06%),101 (0.71),←,
Totals,Totals,23y 335d,1585 (629-21-935 39.68%),841 (0.53),,
C,"Worsfold, John",47y 310d,299 (150-2-147 50.50%),,18 (1-0-17 5.56%),
