West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),West Coast Games (W-D-L W%),West Coast Goals (Ave.)
37,"Barrass, Tom",26y 183d,101 (64-1-36 63.86%),1 (0.01),←,
27,"Darling, Jack",29y 300d,239 (148-1-90 62.13%),453 (1.90),←,
41,"Dixon, Hugh",23y 42d,4 (1-0-3 25.00%),2 (0.50),3 (1-0-2 33.33%),1 (0.33)
14,"Duggan, Liam",25y 119d,118 (75-0-43 63.56%),10 (0.08),←,
16,"Edwards, Luke",20y 56d,11 (4-0-7 36.36%),1 (0.09),←,
29,"Foley, Luke",22y 183d,11 (5-0-6 45.45%),1 (0.09),←,
19,"Hough, Brady",19y 35d,3 (1-0-2 33.33%),,←,
25,"Hurn, Shannon",34y 217d,305 (178-1-126 58.52%),50 (0.16),←,
31,"Jones, Jamaine",23y 192d,27 (15-0-12 55.56%),17 (0.63),20 (10-0-10 50.00%),13 (0.65)
17,"Kennedy, Josh",34y 227d,281 (148-2-131 53.02%),693 (2.47),259 (145-1-113 56.18%),682 (2.63)
7,"Langdon, Zac",26y 147d,51 (28-0-23 54.90%),31 (0.61),20 (11-0-9 55.00%),8 (0.40)
20,"McGovern, Jeremy",29y 359d,157 (98-0-59 62.42%),36 (0.23),←,
28,"Naish, Patrick",23y 84d,13 (3-0-10 23.08%),4 (0.31),4 (1-0-3 25.00%),1 (0.25)
9,"Naitanui, Nic",31y 340d,208 (120-1-87 57.93%),111 (0.53),←,
30,"Nelson, Jackson",26y 25d,92 (60-0-32 65.22%),2 (0.02),←,
24,"ONeill, Xavier",21y 249d,16 (9-0-7 56.25%),3 (0.19),←,
8,"Redden, Jack",31y 121d,245 (118-1-126 48.37%),75 (0.31),116 (74-0-42 63.79%),23 (0.20)
44,"Rioli, Willie",26y 309d,41 (30-0-11 73.17%),54 (1.32),←,
35,"Rotham, Josh",24y 43d,36 (20-0-16 55.56%),,←,
1,"Ryan, Liam",25y 189d,72 (43-0-29 59.72%),103 (1.43),←,
2,"Waterman, Jake",23y 338d,56 (35-0-21 62.50%),52 (0.93),←,
36,"West, Connor",22y 337d,7 (3-0-4 42.86%),1 (0.14),←,
23,"Witherden, Alex",23y 211d,71 (31-0-40 43.66%),6 (0.08),12 (5-0-7 41.67%),1 (0.08)
Totals,Totals,25y 346d,2165 (1237-7-921 57.14%),1706 (0.79),,
C,"Simpson, Adam",46y 52d,186 (115-1-70 62.10%),,←,
