St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
29,"Baker, Steven",12,4,6,18,2,,,3.0,3.0,4.0,5.0,3.0,1.0,1.0,,6.0,14.0,,,3.0,,,
39,"Blake, Jason",3,1,7,10,,,,2.0,3.0,,1.0,,,1.0,,8.0,3.0,,,,1.0,,
2,"Brown, Tony",9,2,1,10,2,2.0,,2.0,1.0,3.0,2.0,,,,,3.0,7.0,,,1.0,,,
3,"Burke, Nathan",16,2,12,28,,,,4.0,1.0,3.0,9.0,2.0,1.0,1.0,,12.0,16.0,,,3.0,1.0,,
14,"Charles, Sean",12,6,5,17,2,,,3.0,,3.0,2.0,1.0,,3.0,,6.0,10.0,,,1.0,,,
45,"Cranage, Sam",6,4,6,12,,1.0,,4.0,,4.0,,,1.0,,,2.0,10.0,,1.0,1.0,,,
6,"Delaney, Tony",14,4,8,22,,,,,4.0,7.0,2.0,2.0,1.0,,,8.0,13.0,,,3.0,2.0,,
31,"Elliott, Tim",5,4,4,9,,,,,2.0,1.0,,3.0,,1.0,,3.0,6.0,,,1.0,,,
25,"Hall, Barry",9,4,3,12,4,3.0,,,,1.0,,1.0,1.0,,,6.0,6.0,1.0,3.0,4.0,,,
7,"Hayes, Lenny",6,,4,10,,,,1.0,1.0,,2.0,2.0,1.0,,,5.0,5.0,,,5.0,,,
8,"Hudghton, Max",3,2,2,5,,,,,,1.0,,1.0,1.0,1.0,,2.0,3.0,1.0,,3.0,,,
5,"Jones, Austinn",11,3,7,18,2,2.0,,3.0,1.0,3.0,,5.0,,1.0,,8.0,10.0,1.0,1.0,2.0,1.0,,
36,"Knowles, Brett",13,5,2,15,,,,1.0,5.0,2.0,,1.0,1.0,,,4.0,10.0,,,,,,
23,"Loewe, Stewart",20,14,8,28,2,,20.0,1.0,5.0,5.0,6.0,2.0,1.0,3.0,2.0,18.0,11.0,7.0,2.0,1.0,1.0,,
26,"McLaren, Joe",8,4,3,11,1,,,,3.0,2.0,,,1.0,2.0,,4.0,7.0,,,2.0,1.0,,
43,"Moyle, Brett",17,5,5,22,,,,,3.0,4.0,4.0,3.0,,1.0,,10.0,12.0,,,2.0,1.0,,
40,"Schwarze, Troy",2,,2,4,,,,1.0,,2.0,,4.0,,1.0,,1.0,3.0,,,2.0,,,
13,"Sierakowski, David",14,9,10,24,1,,11.0,2.0,1.0,5.0,3.0,1.0,3.0,,3.0,12.0,12.0,2.0,,3.0,1.0,,
19,"Sziller, Steven",5,2,3,8,,1.0,,,1.0,1.0,,,,,,2.0,6.0,,,1.0,,,
4,"Thompson, Andrew",12,,14,26,,,,3.0,2.0,4.0,5.0,2.0,1.0,,,12.0,13.0,,,5.0,,,
32,"Traianidis, Jason",6,3,3,9,,1.0,,,,3.0,3.0,1.0,1.0,1.0,,6.0,3.0,2.0,,,1.0,,
15,"Wakelin, Darryl",8,4,3,11,,,,,2.0,,,2.0,2.0,,,6.0,4.0,2.0,,3.0,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,211,82,118,329,16,13.0,31.0,30.0,38.0,58.0,44.0,36.0,17.0,17.0,5.0,144.0,184.0,16.0,7.0,46.0,10.0,,
Opposition,Opposition,199,98,119,318,13,7.0,27.0,38.0,39.0,55.0,32.0,42.0,17.0,17.0,1.0,125.0,196.0,15.0,10.0,32.0,9.0,,
