Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
15,"Abraham, Winston",3,1.0,2,5,1.0,,,2.0,,2.0,,1.0,,,,3,2,,,1.0,,,
11,"Archer, Glenn",8,4.0,3,11,,,,4.0,2.0,,1.0,2.0,1.0,,,5,6,,,3.0,,,
26,"Bell, Peter",16,4.0,19,35,,2.0,,1.0,1.0,2.0,8.0,2.0,1.0,1.0,2.0,12,23,,,,1.0,,
12,"Blakey, John",15,2.0,5,20,,,1.0,1.0,4.0,,,3.0,,2.0,,8,8,1.0,,,,,
22,"Burton, Matthew",7,3.0,4,11,1.0,,33.0,3.0,2.0,3.0,2.0,1.0,,,,5,5,,1.0,1.0,,,
17,"Calthorpe, David",6,3.0,6,12,1.0,1.0,,2.0,1.0,1.0,1.0,2.0,,1.0,,6,6,1.0,2.0,,,,
18,"Carey, Wayne",19,9.0,1,20,6.0,3.0,,2.0,,4.0,,1.0,1.0,1.0,3.0,8,10,3.0,6.0,4.0,,,
23,"Clayton, Shane",19,3.0,7,26,,1.0,,1.0,1.0,8.0,3.0,3.0,2.0,,,12,15,1.0,,3.0,1.0,,
19,"Dhurrkay, Gary",4,,2,6,1.0,2.0,,6.0,,,,1.0,,,,3,3,,,1.0,,,
6,"Grant, Shannon",11,8.0,6,17,,1.0,,3.0,,7.0,,1.0,,1.0,,6,11,,2.0,2.0,1.0,,
29,"Harvey, Brent",16,2.0,9,25,4.0,,,,1.0,5.0,6.0,1.0,2.0,,,11,15,,1.0,1.0,1.0,,
34,"King, David",18,4.0,7,25,,,,,2.0,8.0,4.0,1.0,1.0,2.0,,12,8,,,1.0,4.0,,
27,"Lange, Adam",3,2.0,1,4,,,,2.0,,1.0,,,,,,2,2,1.0,,2.0,,,
35,"Makepeace, Troy",15,4.0,1,16,,1.0,,2.0,9.0,2.0,1.0,,1.0,,,9,5,1.0,,,,,
4,"Martyn, Mick",6,1.0,1,7,,,1.0,1.0,3.0,1.0,,4.0,1.0,1.0,,2,4,,,2.0,,,
5,"McCartney, Jason",10,6.0,3,13,,,,,3.0,1.0,1.0,3.0,1.0,1.0,,8,6,3.0,,4.0,,,
31,"McKernan, Corey",13,7.0,2,15,4.0,1.0,7.0,,,7.0,3.0,4.0,1.0,1.0,1.0,11,5,5.0,3.0,1.0,,,
44,"Motlop, Shannon",10,2.0,3,13,1.0,1.0,,2.0,,6.0,1.0,1.0,,,,6,7,,,,2.0,,
28,"Pickett, Byron",5,1.0,2,7,,1.0,,2.0,,,,2.0,1.0,1.0,,4,2,,,3.0,,,
13,"Pike, Martin",9,5.0,1,10,,,,,7.0,,,,2.0,,,4,4,2.0,,2.0,,,
24,"Sholl, Craig",4,1.0,5,9,,,,,,1.0,2.0,,,,,7,2,,,1.0,,,
7,"Simpson, Adam",26,4.0,8,34,,,,3.0,1.0,5.0,14.0,1.0,,3.0,,10,18,,,4.0,,,
Totals,Totals,243,76.0,98,341,19.0,14.0,42.0,37.0,37.0,64.0,47.0,34.0,15.0,15.0,6.0,154,167,18.0,15.0,36.0,10.0,,
Opposition,Opposition,234,94.0,102,336,19.0,11.0,26.0,32.0,40.0,61.0,41.0,37.0,15.0,15.0,,158,175,11.0,10.0,26.0,4.0,,
