West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),West Coast Games (W-D-L W%),West Coast Goals (Ave.)
14,"Brennan, Jacob",23y 107d,21 (12-0-9 57.14%),2 (0.10),←,
1,"Brown, Mitch",24y 145d,56 (21-0-35 37.50%),10 (0.18),←,
20,"Cox, Dean",31y 283d,258 (132-1-125 51.36%),155 (0.60),←,
18,"Dalziell, Bradd",26y 57d,31 (12-0-19 38.71%),10 (0.32),16 (6-0-10 37.50%),6 (0.38)
27,"Darling, Jack",20y 332d,54 (35-0-19 64.81%),93 (1.72),←,
3,"Gaff, Andrew",20y 329d,48 (31-0-17 64.58%),19 (0.40),←,
23,"Glass, Darren",31y 362d,249 (132-2-115 53.41%),8 (0.03),←,
33,"Hill, Josh",24y 112d,95 (58-1-36 61.58%),121 (1.27),29 (19-0-10 65.52%),46 (1.59)
25,"Hurn, Shannon",25y 249d,129 (67-0-62 51.94%),39 (0.30),←,
34,"Hutchings, Mark",21y 351d,1 (1-0-0 100.00%),,←,
17,"Kennedy, Josh",25y 259d,106 (40-1-65 38.21%),191 (1.80),84 (37-0-47 44.05%),180 (2.14)
2,"LeCras, Mark",26y 254d,106 (50-0-56 47.17%),247 (2.33),←,
16,"Mackenzie, Eric",24y 357d,84 (37-0-47 44.05%),1 (0.01),←,
9,"Naitanui, Nic",23y 7d,79 (42-0-37 53.16%),56 (0.71),←,
11,"Priddis, Matt",28y 51d,137 (66-0-71 48.18%),41 (0.30),←,
24,"Rosa, Matt",26y 169d,127 (66-0-61 51.97%),33 (0.26),←,
31,"Schofield, Will",24y 107d,84 (43-0-41 51.19%),12 (0.14),←,
10,"Selwood, Scott",23y 45d,99 (48-0-51 48.48%),28 (0.28),←,
5,"Sheppard, Brad",21y 353d,35 (14-0-21 40.00%),11 (0.31),←,
13,"Shuey, Luke",22y 343d,59 (37-0-22 62.71%),53 (0.90),←,
28,"Smith, Ashley",22y 295d,34 (23-0-11 67.65%),7 (0.21),←,
12,"Wellingham, Sharrod",24y 308d,94 (69-2-23 74.47%),55 (0.59),2 (2-0-0 100.00%),
Totals,Totals,24y 305d,1986 (1036-7-943 52.17%),1192 (0.60),,
C,"Worsfold, John",44y 228d,266 (143-2-121 54.14%),,←,
